id,work,item,unit_type,parent_id,title_en,summary_en,source_start,source_end,authority_sha256,source_file,source_line,topics
gaga:eq:2,GAGA,gaga:eq:2,equation,gaga,gaga eq 2,gaga eq 2,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:248,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:248,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,248,
gaga:eq:3,GAGA,gaga:eq:3,equation,gaga,gaga eq 3,gaga eq 3,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:256,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:256,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,256,
gaga:eq:4,GAGA,gaga:eq:4,equation,gaga,gaga eq 4,gaga eq 4,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:262,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:262,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,262,
gaga:eq:5,GAGA,gaga:eq:5,equation,gaga,gaga eq 5,gaga eq 5,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:270,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:270,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,270,
gaga:eq:6,GAGA,gaga:eq:6,equation,gaga,gaga eq 6,gaga eq 6,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:279,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:279,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,279,
gaga:eq:7,GAGA,gaga:eq:7,equation,gaga,gaga eq 7,gaga eq 7,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:296,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:296,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,296,
gaga:eq:8,GAGA,gaga:eq:8,equation,gaga,gaga eq 8,gaga eq 8,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:307,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:307,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,307,
gaga:eq:9,GAGA,gaga:eq:9,equation,gaga,gaga eq 9,gaga eq 9,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:327,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:327,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,327,
gaga:no:17,GAGA,gaga:no:17,numbered_unit,gaga,17. Completion of the proof of Theorem 3,17. Completion of the proof of Theorem 3,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:363,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex:363,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/04_proofs_theorems1_3_nos13_17.tex,363,comparison-sheaves;formal
gaga:section:4,GAGA,gaga:section:4,section,gaga,4. Applications,4. Applications,english_source_aligned_workpass/components/05_applications_nos18_20.tex:1,english_source_aligned_workpass/components/05_applications_nos18_20.tex:1,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,1,
gaga:no:18,GAGA,gaga:no:18,numbered_unit,gaga,18. Algebraic character of the Betti numbers,18. Algebraic character of the Betti numbers,english_source_aligned_workpass/components/05_applications_nos18_20.tex:3,english_source_aligned_workpass/components/05_applications_nos18_20.tex:3,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,3,
gaga:prop:12,GAGA,gaga:prop:12,proposition,gaga,Proposition 12. --- If X is,Proposition 12. --- If X is,english_source_aligned_workpass/components/05_applications_nos18_20.tex:16,english_source_aligned_workpass/components/05_applications_nos18_20.tex:16,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,16,
gaga:prop:12:cor,GAGA,gaga:prop:12:cor,proposition,gaga:prop:12,Corollary. --- Let V be a,Corollary. --- Let V be a,english_source_aligned_workpass/components/05_applications_nos18_20.tex:68,english_source_aligned_workpass/components/05_applications_nos18_20.tex:68,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,68,
gaga:remark:18,GAGA,gaga:remark:18,remark,gaga,Remark. --- I do not know whether the,Remark. --- I do not know whether the,english_source_aligned_workpass/components/05_applications_nos18_20.tex:76,english_source_aligned_workpass/components/05_applications_nos18_20.tex:76,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,76,
gaga:no:19,GAGA,gaga:no:19,numbered_unit,gaga,19. Chow's theorem,19. Chow's theorem,english_source_aligned_workpass/components/05_applications_nos18_20.tex:81,english_source_aligned_workpass/components/05_applications_nos18_20.tex:81,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,81,
gaga:prop:13,GAGA,gaga:prop:13,proposition,gaga,Proposition 13. --- Every closed,Proposition 13. --- Every closed,english_source_aligned_workpass/components/05_applications_nos18_20.tex:85,english_source_aligned_workpass/components/05_applications_nos18_20.tex:85,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,85,
gaga:prop:14,GAGA,gaga:prop:14,proposition,gaga,Proposition 14. --- If X is an,Proposition 14. --- If X is an,english_source_aligned_workpass/components/05_applications_nos18_20.tex:104,english_source_aligned_workpass/components/05_applications_nos18_20.tex:104,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,104,
gaga:prop:15,GAGA,gaga:prop:15,proposition,gaga,Proposition 15. --- Every holomorphic,Proposition 15. --- Every holomorphic,english_source_aligned_workpass/components/05_applications_nos18_20.tex:118,english_source_aligned_workpass/components/05_applications_nos18_20.tex:118,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,118,analytic-space
gaga:prop:15:cor,GAGA,gaga:prop:15:cor,proposition,gaga:prop:15,Corollary. --- Every compact,Corollary. --- Every compact,english_source_aligned_workpass/components/05_applications_nos18_20.tex:127,english_source_aligned_workpass/components/05_applications_nos18_20.tex:127,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,127,proper-projective
gaga:no:20,GAGA,gaga:no:20,numbered_unit,gaga,20. Algebraic and analytic fibre spaces,20. Algebraic and analytic fibre spaces,english_source_aligned_workpass/components/05_applications_nos18_20.tex:130,english_source_aligned_workpass/components/05_applications_nos18_20.tex:130,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,130,
gaga:prop:16,GAGA,gaga:prop:16,proposition,gaga,Proposition 16. --- If X is,Proposition 16. --- If X is,english_source_aligned_workpass/components/05_applications_nos18_20.tex:158,english_source_aligned_workpass/components/05_applications_nos18_20.tex:158,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,158,
gaga:prop:17,GAGA,gaga:prop:17,proposition,gaga,Proposition 17. --- If G is the,Proposition 17. --- If G is the,english_source_aligned_workpass/components/05_applications_nos18_20.tex:198,english_source_aligned_workpass/components/05_applications_nos18_20.tex:198,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,198,
gaga:prop:18,GAGA,gaga:prop:18,proposition,gaga,Proposition 18. --- If G is the,Proposition 18. --- If G is the,english_source_aligned_workpass/components/05_applications_nos18_20.tex:205,english_source_aligned_workpass/components/05_applications_nos18_20.tex:205,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,205,
gaga:prop:18:remarks,GAGA,gaga:prop:18:remarks,proposition,gaga:prop:18,"Remarks. --- 1. For n=1 ,","Remarks. --- 1. For n=1 ,",english_source_aligned_workpass/components/05_applications_nos18_20.tex:235,english_source_aligned_workpass/components/05_applications_nos18_20.tex:235,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,235,
gaga:prop:19,GAGA,gaga:prop:19,proposition,gaga,Proposition 19. --- Let X be a,Proposition 19. --- Let X be a,english_source_aligned_workpass/components/05_applications_nos18_20.tex:262,english_source_aligned_workpass/components/05_applications_nos18_20.tex:262,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,262,
gaga:prop:20,GAGA,gaga:prop:20,proposition,gaga,Proposition 20. --- Let G be an,Proposition 20. --- Let G be an,english_source_aligned_workpass/components/05_applications_nos18_20.tex:316,english_source_aligned_workpass/components/05_applications_nos18_20.tex:316,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,316,
gaga:condition:R,GAGA,gaga:condition:R,semantic_anchor,gaga,(R) --- There is a rational section,(R) --- There is a rational section,english_source_aligned_workpass/components/05_applications_nos18_20.tex:320,english_source_aligned_workpass/components/05_applications_nos18_20.tex:320,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/05_applications_nos18_20.tex,320,
gaga:appendix,GAGA,gaga:appendix,section,gaga,Appendix,Appendix,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:1,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:1,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,1,
gaga:no:21,GAGA,gaga:no:21,numbered_unit,gaga,21. Flat modules,21. Flat modules,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:7,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:7,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,7,
gaga:def:3,GAGA,gaga:def:3,definition,gaga,Definition 3. --- Let B be an,Definition 3. --- Let B be an,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:9,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:9,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,9,
gaga:prop:21,GAGA,gaga:prop:21,proposition,gaga,Proposition 21. --- The homomorphism,Proposition 21. --- The homomorphism,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:60,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:60,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,60,
gaga:no:22,GAGA,gaga:no:22,numbered_unit,gaga,22. Flat pairs,22. Flat pairs,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:101,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:101,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,101,flatness
gaga:def:4,GAGA,gaga:def:4,definition,gaga,Definition 4. --- Let A be a ring and,Definition 4. --- Let A be a ring and,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:103,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:103,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,103,
gaga:prop:22,GAGA,gaga:prop:22,proposition,gaga,"Proposition 22. --- A pair (A,B) is","Proposition 22. --- A pair (A,B) is",english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:109,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:109,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,109,
gaga:prop:22:item:a,GAGA,gaga:prop:22:item:a,subitem,gaga:prop:22,a) (respectively a ' )) For every,a) (respectively a ' )) For every,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:113,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:113,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,113,
gaga:prop:22:item:aa,GAGA,gaga:prop:22:item:aa,subitem,gaga:prop:22,a '' ) For every ideal a,a '' ) For every ideal a,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:117,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:117,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,117,
gaga:prop:23,GAGA,gaga:prop:23,proposition,gaga,Proposition 23. --- Let,Proposition 23. --- Let,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:149,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:149,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,149,
gaga:prop:23:remark,GAGA,gaga:prop:23:remark,proposition,gaga:prop:23,Remark. --- A similar argument shows,Remark. --- A similar argument shows,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:187,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:187,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,187,
gaga:no:23,GAGA,gaga:no:23,numbered_unit,gaga,23. Modules over a local ring,23. Modules over a local ring,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:191,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:191,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,191,
gaga:prop:24,GAGA,gaga:prop:24,proposition,gaga,Proposition 24. --- If an A -module,Proposition 24. --- If an A -module,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:198,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:198,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,198,
gaga:prop:24:cor,GAGA,gaga:prop:24:cor,proposition,gaga:prop:24,Corollary. --- Let E be an,Corollary. --- Let E be an,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:215,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:215,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,215,
gaga:prop:25,GAGA,gaga:prop:25,proposition,gaga,Proposition 25. --- Let E be an,Proposition 25. --- Let E be an,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:225,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:225,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,225,
gaga:prop:25:item:a,GAGA,gaga:prop:25:item:a,subitem,gaga:prop:25,a) The topology induced on a submodule,a) The topology induced on a submodule,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:228,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:228,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,228,
gaga:prop:25:item:b,GAGA,gaga:prop:25:item:b,subitem,gaga:prop:25,b) Every submodule of E is closed in,b) Every submodule of E is closed in,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:232,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:232,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,232,
gaga:prop:26,GAGA,gaga:prop:26,proposition,gaga,Proposition 26. --- For every,Proposition 26. --- For every,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:267,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:267,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,267,
gaga:no:24,GAGA,gaga:no:24,numbered_unit,gaga,24. Flatness properties of local rings,24. Flatness properties of local rings,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:306,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:306,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,306,flatness;proper-projective
gaga:prop:27,GAGA,gaga:prop:27,proposition,gaga,Proposition 27. --- Let A be a,Proposition 27. --- Let A be a,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:310,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:310,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,310,
gaga:prop:28,GAGA,gaga:prop:28,proposition,gaga,Proposition 28. --- Suppose that,Proposition 28. --- Suppose that,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:333,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:333,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,333,
gaga:prop:29,GAGA,gaga:prop:29,proposition,gaga,Proposition 29. --- Let A and B,Proposition 29. --- Let A and B,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:341,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:341,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,341,
gaga:prop:30,GAGA,gaga:prop:30,proposition,gaga,Proposition 30. --- Let A and A',Proposition 30. --- Let A and A',english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:353,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:353,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,353,
gaga:bibliography,GAGA,gaga:bibliography,section,gaga,Bibliography,Bibliography,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:410,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:410,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,410,
gaga:bib:1,GAGA,gaga:bib:1,bibliography_entry,gaga,H. Cartan. Idéaux et modules de fonctions analytiques de,H. Cartan. Idéaux et modules de fonctions analytiques de,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:413,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:413,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,413,
gaga:bib:2,GAGA,gaga:bib:2,bibliography_entry,gaga,"H. Cartan. Séminaire E. N. S., 1951--1952.","H. Cartan. Séminaire E. N. S., 1951--1952.",english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:417,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:417,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,417,
gaga:bib:3,GAGA,gaga:bib:3,bibliography_entry,gaga,"H. Cartan. Séminaire E. N. S., 1953--1954.","H. Cartan. Séminaire E. N. S., 1953--1954.",english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:419,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:419,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,419,
gaga:bib:4,GAGA,gaga:bib:4,bibliography_entry,gaga,"H. Cartan and C. Chevalley. Séminaire E. N. S.,","H. Cartan and C. Chevalley. Séminaire E. N. S.,",english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:421,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:421,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,421,
gaga:bib:5,GAGA,gaga:bib:5,bibliography_entry,gaga,H. Cartan and J.-P. Serre. Un théorème de finitude,H. Cartan and J.-P. Serre. Un théorème de finitude,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:424,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:424,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,424,
gaga:bib:6,GAGA,gaga:bib:6,bibliography_entry,gaga,W-L. Chow. On compact complex analytic varieties.,W-L. Chow. On compact complex analytic varieties.,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:428,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:428,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,428,proper-projective
gaga:bib:7,GAGA,gaga:bib:7,bibliography_entry,gaga,W-L. Chow. On the projective embedding of homogeneous,W-L. Chow. On the projective embedding of homogeneous,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:431,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:431,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,431,proper-projective
gaga:bib:8,GAGA,gaga:bib:8,bibliography_entry,gaga,P. Dolbeault. Sur la cohomologie des variétés analytiques,P. Dolbeault. Sur la cohomologie des variétés analytiques,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:434,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:434,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,434,
gaga:bib:9,GAGA,gaga:bib:9,bibliography_entry,gaga,J. Frenkel. Cohomologie à valeurs dans un faisceau non,J. Frenkel. Cohomologie à valeurs dans un faisceau non,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:437,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:437,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,437,
gaga:bib:10,GAGA,gaga:bib:10,bibliography_entry,gaga,A. Grothendieck. A general theory of fibre spaces with,A. Grothendieck. A general theory of fibre spaces with,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:440,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:440,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,440,
gaga:bib:11,GAGA,gaga:bib:11,bibliography_entry,gaga,K. Kodaira. On Kähler varieties of restricted type (an,K. Kodaira. On Kähler varieties of restricted type (an,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:443,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:443,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,443,
gaga:bib:12,GAGA,gaga:bib:12,bibliography_entry,gaga,K. Kodaira and D. C. Spencer. Divisor class groups,K. Kodaira and D. C. Spencer. Divisor class groups,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:447,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:447,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,447,
gaga:bib:13,GAGA,gaga:bib:13,bibliography_entry,gaga,M. Rosenlicht. Some basic theorems on algebraic groups.,M. Rosenlicht. Some basic theorems on algebraic groups.,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:451,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:451,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,451,
gaga:bib:14,GAGA,gaga:bib:14,bibliography_entry,gaga,W. Rückert. Zum Eliminationsproblem der Potenzreihenideale.,W. Rückert. Zum Eliminationsproblem der Potenzreihenideale.,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:454,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex:454,9898F985DD6932496E26450BFE0BECA8655A937032F545B97CEBD88D1BC8EB98,english_source_aligned_workpass/components/06_appendix_nos21_24_bibliography.tex,454,
