id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
SITES-078,p01,sites.tex,sites.tex:6817-6825,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The indexing category of pairs (U',psi:u(U')->u(U)) is asserted to have final object (U,id).","Line 6820 explicitly allows psi not to lift as u(alpha); finality of (U,id) would require a unique such lift for every pair and would make the subsequent local existence/uniqueness argument unnecessary. The proof only uses the projection from the limit to this indexed component.","Replace 'has a final object, namely' by 'contains the object' (or 'has an object, namely') at lines 6821-6822.",reported_to_cjk1_2026-08-22
SITES-079,p01,sites.tex,sites.tex:9137-9144,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A new sentence in the lemma begins with lowercase 'let'.","This is sentence-initial prose, not a continuation after punctuation.","Capitalize 'Let' at line 9140.",reported_to_cjk1_2026-08-22
SITES-080,p01,sites.tex,sites.tex:9220-9228,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The explanation starts with the fragment 'The first equality since f^{-1}=u_s'.","The clause lacks a finite verb.","Use 'The first equality holds since ...' at line 9224.",reported_to_cjk1_2026-08-22
SITES-081,p01,sites.tex,sites.tex:9344-9356,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A pair is introduced as (I,>=,U_i,f_{ii'}), but condition (1) renames its transition maps g_{ii'}.","The refinement definition at lines 9268-9274 and the lemma statement at lines 9336-9337 use f_{ii'} for the refining system and g_{jj'} for the original system.","Replace g_{ii'} by f_{ii'} at line 9349.",reported_to_cjk1_2026-08-22
SITES-082,p01,sites.tex,sites.tex:9414-9419,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Two sections s,s' are said to 'have distinct image' in a stalk.","The two sections have two images that must be distinct.","Replace 'distinct image' by 'distinct images' at line 9418.",reported_to_cjk1_2026-08-22
SITES-083,p01,sites.tex,sites.tex:9438-9448,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The coproduct of representable presheaves coproduct h_{U_i} is asserted to surject onto the final object of Sh(C).","The displayed objects must be sheaves; the same hypothesis is written with sheafifications coproduct h_{U_i}^# -> * at line 9170, and the later argument consistently uses h_U^# in Sh(C).","Replace h_{U_i} by h_{U_i}^# at line 9443.",reported_to_cjk1_2026-08-22
SITES-084,p01,sites.tex,sites.tex:7049-7055,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The imperative reads 'Denote g ... the equivalence'.","English syntax requires the named object to be introduced with 'by'.","Replace 'Denote g' by 'Denote by g' at line 7054.",reported_to_cjk1_2026-08-22
SITES-085,p01,sites.tex,sites.tex:10189-10196,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A covering family is introduced as {V_j -> V}, but the defining union on the next line and the ensuing proof use V_i.","The index changes without definition; the construction consistently uses i after line 10191.","Replace V_j by V_i at line 10191 (or consistently rename the later index, with i the minimal correction).",reported_to_cjk1_2026-08-22
SITES-086,p01,sites.tex,sites.tex:9514-9533,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Immediately after defining weakly contractible objects and enough weakly contractible objects, the pro-etale example says 'enough contractible objects'.","No stronger notion of contractible object is defined here; the contrast with line 9531 and the definition at lines 9518-9522 require 'weakly'.","Insert 'weakly' before 'contractible objects' at line 9533.",reported_to_cjk1_2026-08-22
SITES-087,p01,sites.tex,sites.tex:9837-9845,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A single morphism alpha is introduced with the plural predicate 'be maps of sheaves'.","The displayed alpha is one map.","Replace 'be maps' by 'be a map' at line 9841.",reported_to_cjk1_2026-08-22
SITES-088,p01,sites.tex,sites.tex:9861-9869,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The site description reads 'of countable G-sets and H-sets and coverings countable families of jointly surjective maps'.","The clause lacks the words that identify which families are coverings.","Use 'of countable G-sets and H-sets, with coverings the countable families of jointly surjective maps' at lines 9864-9866.",reported_to_cjk1_2026-08-22
SITES-089,p01,sites.tex,sites.tex:9945-9950,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The proof says an axiom is 'applied the empty covering'.","The verb requires the preposition 'to'.","Replace by 'applied to the empty covering' at line 9949.",reported_to_cjk1_2026-08-22
SITES-090,p01,sites.tex,sites.tex:10011-10018,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence ends 'is still a covering of' without naming the covered object.","Every arrow in the displayed family has target u(U), and the argument removes sheaf-theoretically empty members from the covering of u(U).","Insert 'u(U)' after 'covering of' at line 10015.",reported_to_cjk1_2026-08-22
SITES-091,p01,sites.tex,sites.tex:10039-10045,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The construction reads 'i maps to G_i by a diagram'.","The predicative phrase requires 'be', not 'by'.","Replace 'by a diagram' by 'be a diagram' at line 10042.",reported_to_cjk1_2026-08-22
SITES-092,p01,sites.tex,sites.tex:10046-10058,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The notation is defined as colim^{Psh} at line 10046 but changes to colim^{PSh} in the computation.","TeX is case-sensitive and the superscript denotes the same presheaf colimit throughout the calculation.","Replace PSh by Psh at line 10057.",reported_to_cjk1_2026-08-22
SITES-093,p01,sites.tex,sites.tex:10460-10466,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The quoted French SGA phrase contains English 'the': 'espece the structure algebrique'.","The grammatical French phrase is 'espece de structure algebrique'.","Replace 'the' by 'de' at line 10462.",reported_to_cjk1_2026-08-22
SITES-094,p01,sites.tex,sites.tex:10460-10466,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The quoted French phrase has singular agreement 'limites projectives finie'.","The adjective modifies the plural noun 'limites'.","Replace 'finie' by 'finies' at line 10463.",reported_to_cjk1_2026-08-22
SITES-095,p01,sites.tex,sites.tex:10549-10560,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The module-sheaf identity prints + composed with lambda_r times lambda_r' without grouping the product morphism.","The typed map is the composite of the diagonal (id,id), the product morphism lambda_r times lambda_r', and addition; parentheses are needed to make that factor explicit.","Write + composed with (lambda_r times lambda_r') composed with (id,id) at line 10558.",reported_to_cjk1_2026-08-22
SITES-096,p01,sites.tex,sites.tex:10549-10553,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence begins 'An sheaf of R-modules'.","The noun begins with a consonant sound.","Replace 'An sheaf' by 'A sheaf' at line 10549.",reported_to_cjk1_2026-08-22
SITES-097,p01,sites.tex,sites.tex:10748-10773,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The horizontal-composition remark calls the displayed objects 'ringed topoi'.","The diagram and base-change construction use only morphisms of ordinary topoi and the unringed functors f_*, g^{-1}; no structure sheaves or ringed morphisms occur. The parallel vertical-composition remark at line 10735 says simply 'topoi'.","Replace 'ringed topoi' by 'topoi' at line 10761.",reported_to_cjk1_2026-08-22
SITES-098,p01,sites.tex,sites.tex:10620-10628,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Typed arrows a,b:V->U are called objects of C.","The symbols a and b denote parallel morphisms between the objects V and U, as the following equalizer diagram confirms.","Replace 'be objects of C' by 'be morphisms of C' at line 10622.",reported_to_cjk1_2026-08-22
SITES-099,p01,sites.tex,sites.tex:10535-10546,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A sheaf of monoids is specified by only the pair (F,multiplication) and 'suitable axiom'.","A unital monoid object also requires a unit morphism 1:*->F and associativity plus unit axioms; the immediately preceding group-object tuple explicitly includes 1.","Replace by 'a triple (F, multiplication, 1) with suitable axioms' at lines 10545-10546.",reported_to_cjk1_2026-08-22
SITES-100,p01,sites.tex,sites.tex:11497-11506,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The Categories lemma label is printed as bare braced text rather than invoked as a cross-reference.","All functioning Stacks cross-references use the ref control sequence; bare braces merely typeset the label key.","Insert the ref control sequence before {categories-lemma-functorial-colimit} at line 11503.",reported_to_cjk1_2026-08-22_and_emended_in_french_target
SITES-101,p01,sites.tex,sites.tex:11566-11599,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The local equality of representatives is concluded in Mor(S'', L F).","Lines 11570-11583 choose representatives S'->F and construct a covering S'' on which those representatives agree; the equivalence relation defining L F therefore requires equality in Mor(S'', F), not after mapping again to L F.","Replace L F by F in the codomain at line 11598.",reported_to_cjk1_2026-08-22
SITES-102,p01,sites.tex,sites.tex:11602-11611,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The proof places a morphism S->L F in Mor_C even though both S and L F are presheaves.","The surrounding construction and all analogous expressions use the presheaf category PSh(C); S is a covering sieve regarded as a presheaf.","Replace Mor_C by Mor_{PSh(C)} at line 11606.",reported_to_cjk1_2026-08-22
SITES-103,p01,sites.tex,sites.tex:11621-11628,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The prose and inline formula run together as 'choice$ V''.","A space is missing before the math delimiter.","Insert a space after 'choice' at line 11626.",reported_to_cjk1_2026-08-22
SITES-104,p01,sites.tex,sites.tex:11268-11274,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence reads 'such that S the image of h_{U_i}->h_U is contained in S'.","The first S is a stray/incomplete construction; Definition 11247-11251 requires the sieve generated by the covering maps to be contained in S.","Replace lines 11272-11274 by 'such that the sieve generated by the maps h_{U_i}->h_U is contained in S'.",reported_to_cjk1_2026-08-22
SITES-105,p01,sites.tex,sites.tex:11274-11278,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A morphism h_{U_{ij}}->h_{U_i} is said itself to be contained in a sieve.","Containment applies to the image/generated subsieve, not to the arrow as an object.","Insert 'the image of' before h_{U_{ij}}->h_{U_i} at line 11276.",reported_to_cjk1_2026-08-22
SITES-106,p01,sites.tex,sites.tex:11291-11296,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The adverb is split as 'In stead'.","The intended single-word adverb is 'Instead'.","Replace 'In stead' by 'Instead' at line 11293.",reported_to_cjk1_2026-08-22
SITES-107,p01,sites.tex,sites.tex:11297-11302,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The object T is placed in an undefined category U.","The entire construction takes place in the ambient site C, and line 11300 immediately treats T->U as a morphism there.","Replace mathcal U by mathcal C at line 11299.",reported_to_cjk1_2026-08-22
SITES-108,p01,sites.tex,sites.tex:11301-11306,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The second factorization indexed by i' is written alpha=f_i composed with alpha_{i'}'.","The codomain of alpha_{i'}' is U_{i'}, so typed composition requires the covering map f_{i'}:U_{i'}->U.","Replace f_i by f_{i'} at line 11304.",reported_to_cjk1_2026-08-22
SITES-109,p01,sites.tex,sites.tex:11358-11366,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The remark says to add families of morphisms to the category C.","The object being enlarged is the covering class Cov(C); adding families as objects of C is ill-typed and would change the category.","Replace 'add to C' by 'add to Cov(C)' at line 11363.",reported_to_cjk1_2026-08-22
SITES-110,p01,sites.tex,sites.tex:10280-10290,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Two arrows are called 'two morphism'.","The numeral requires the plural noun.","Replace 'morphism' by 'morphisms' at line 10285.",reported_to_cjk1_2026-08-22
SITES-111,p01,sites.tex,sites.tex:10322-10329,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The plural subject 'adjoint functors pushforward and pullback' takes singular 'agrees'.","Both functors are compared with their underlying-set counterparts.","Replace 'agrees' by 'agree' at line 10326.",reported_to_cjk1_2026-08-22
SITES-112,p01,sites.tex,sites.tex:10322-10329,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A comma separates the subject 'extending ... to all opens of a space' from its verb 'works'.","No parenthetical clause justifies the comma.","Delete the comma after 'space' at line 10329.",reported_to_cjk1_2026-08-22
SITES-113,p01,sites.tex,sites.tex:10383-10388,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence reads 'trying the define the pullback'.","The infinitive marker is mistyped.","Replace 'the' by 'to' at line 10384.",reported_to_cjk1_2026-08-22
SITES-114,p01,sites.tex,sites.tex:10473-10481,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The morphism is described as 'from Sh(D) -> Sh(C)'.","The prose preposition and arrow duplicate the direction syntax.","Use 'a morphism of topoi Sh(D) -> Sh(C)' (or 'from Sh(D) to Sh(C)') at lines 10478-10479.",reported_to_cjk1_2026-08-22
SITES-115,p01,sites.tex,sites.tex:10603-10610,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The plural head 'global sections ... is the set' has singular agreement.","The definition identifies the set of global sections with the displayed Hom set.","Use 'The set of global sections ... is' at lines 10605-10606.",reported_to_cjk1_2026-08-22
SITES-116,p01,sites.tex,sites.tex:11830-11841,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"After fixing a topology J on C, the exact stalk functor is written with domain Sh(C) rather than Sh(C,J).","This section simultaneously discusses varying topologies and uses the explicit notation Sh(C,J) and Sh(C,J') at lines 11751-11756; omitting J makes the domain ambiguous here.","Clarify the domain as Sh(C,J) at line 11839, unless a local convention making J implicit is intended.",reported_to_cjk1_2026-08-22
SITES-117,p01,sites.tex,sites.tex:11342-11351,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Cov_1(C) and Cov_2(C) are called 'two coverings'.","Lines 11224-11230 define each Cov(C) as a set/class of covering families, and lines 11346-11351 treat them as topology-defining systems rather than individual coverings.","Replace 'two coverings' by 'two sets of coverings' (or 'two coverages') at line 11345.",reported_to_cjk1_2026-08-22
STACKS-001,p01,stacks.tex,stacks.tex:639-641,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The proof of the substack lemma invokes the Isom-presheaves for condition (2), although the definition of a stack requires the Mor-presheaves to be sheaves.","Definition definition-stack at lines 575-578 states the Mor(x,y) condition; fullness of the subcategory identifies its morphism presheaves with those in the ambient category.","Replace Isom by Mor at line 639.",reported_to_cjk1_2026-08-22
STACKS-002,p01,stacks.tex,stacks.tex:640,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The compound noun 'counterparts' is split as 'counter parts'.","The sentence means corresponding equivalents, whose standard spelling is the single word 'counterparts'.","Replace 'counter parts' by 'counterparts'.",reported_to_cjk1_2026-08-22
STACKS-003,p01,stacks.tex,stacks.tex:674-676,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The second displayed presheaf is written Mor_{S_1}(F(x),F(y)), although F(x) and F(y) are objects of S_2.","Lines 658-659 type F as a functor from S_1 to S_2, so morphisms between its image objects belong to S_2.","Replace the second subscript S_1 by S_2 at line 675.",reported_to_cjk1_2026-08-22
STACKS-004,p01,stacks.tex,stacks.tex:684-686,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"Two parallel sentences say that a descent datum is 'relative the covering'.","The adjective 'relative' takes the preposition 'to' before its complement in this construction.","Replace both occurrences by 'relative to the covering'.",reported_to_cjk1_2026-08-22
STACKS-005,p01,stacks.tex,stacks.tex:747-748,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'be second object' omits the indefinite article.","The newly introduced singular count noun 'object' requires an article.","Replace it by 'be a second object'.",reported_to_cjk1_2026-08-22
STACKS-006,p01,stacks.tex,stacks.tex:752,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The plural noun in 'With this identifications' is preceded by a singular demonstrative.","The referent is the two identifications displayed immediately before it.","Replace 'this identifications' by 'these identifications'.",reported_to_cjk1_2026-08-22
STACKS-007,p01,stacks.tex,stacks.tex:884,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'is functor from a big category' omits the indefinite article.","The map p is introduced as one functor from S to C.","Replace 'is functor' by 'is a functor'.",reported_to_cjk1_2026-08-22
STACKS-008,p01,stacks.tex,stacks.tex:890,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'a equivalent category' uses the wrong form of the indefinite article.","The adjective 'equivalent' begins with a vowel sound.","Replace 'a equivalent category' by 'an equivalent category'.",reported_to_cjk1_2026-08-22
STACKS-009,p01,stacks.tex,stacks.tex:891,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'a fibre categories' combines a singular article with a plural noun.","The sentence describes the possibility that one fibre category has a proper class of isomorphism classes.","Replace 'a fibre categories' by 'a fibre category'.",reported_to_cjk1_2026-08-22
STACKS-010,p01,stacks.tex,stacks.tex:1035-1040,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The 2-fibre-product lemma assumes only that C is a category, although stacks in groupoids in this section are defined over a site.","Definition stacks-in-groupoids-over-C at lines 1008-1028 fixes C as a site, and the cited stack lemmas require the site structure.","Replace 'category' by 'site' at line 1037.",reported_to_cjk1_2026-08-22
STACKS-011,p01,stacks.tex,stacks.tex:1277-1278,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"A single arrow f:F(x)->G(y) is followed by the plural phrase 'morphisms f'.","Only one displayed arrow f is introduced, and it is a morphism of the stated fibre category.","Replace 'morphisms f' by 'f is a morphism'.",reported_to_cjk1_2026-08-22
STACKS-012,p01,stacks.tex,stacks.tex:1284,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The image of (1,gamma) under G' is placed in S_1.","The diagram at lines 1242-1245 types G' from T_2 to S_2, and x is an object of S_2.","Replace S_1 by S_2.",reported_to_cjk1_2026-08-22
STACKS-013,p01,stacks.tex,stacks.tex:1319,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'To to this' duplicates the word 'to'.","The intended transition is the standard phrase 'To do this'.","Replace 'To to this' by 'To do this'.",reported_to_cjk1_2026-08-22
STACKS-014,p01,stacks.tex,stacks.tex:1344-1346,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The presheaf is indexed by h:V->U, but the displayed target uses f^*y while f simultaneously denotes the arrow into that target.","The base-change object must be pulled back along the indexing morphism h; reusing f both as the pair morphism and as a base-change map leaves f^*y ill-defined.","Replace f^*y by h^*y at line 1346, or rename the pair morphism consistently.",reported_to_cjk1_2026-08-22
STACKS-015,p01,stacks.tex,stacks.tex:1537,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'any object y of lying over V' contains a stray preposition.","The word 'of' has no complement and interrupts the participial modifier; it carries no mathematical content.","Delete 'of'.",reported_to_cjk1_2026-08-22
STACKS-016,p01,stacks.tex,stacks.tex:1581,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The proof says that G^2 preserves strongly cartesian objects.","Strong cartesianness is a property of morphisms here, and the analogous statement for G^1 at line 1530 explicitly concerns morphisms.","Replace 'objects' with 'morphisms'.",reported_to_cjk1_2026-08-22
STACKS-017,p01,stacks.tex,stacks.tex:1596,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'a descent datum relative U' is missing its required preposition.","Standard English syntax is 'relative to', and U is the covering with respect to which the datum is defined.","Insert 'to' after 'relative'.",reported_to_cjk1_2026-08-22
STACKS-018,p01,stacks.tex,stacks.tex:1699,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"Composition is said to take place in F(U), although the category under construction is F'(U).","Lines 1684-1692 define F' and specifically define morphisms in F'(U); the subsequent composition must belong to that category.","Replace F(U) with F'(U).",reported_to_cjk1_2026-08-22
STACKS-019,p01,stacks.tex,stacks.tex:1766,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The glued object y of X_U is said to agree with G(x_i).","Line 1757 sets y_i=F(x_i) in X, whereas G(x_i) lies in S' and cannot be compared with y in X.","Replace G(x_i) with F(x_i).",reported_to_cjk1_2026-08-22
STACKS-020,p01,stacks.tex,stacks.tex:1871,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'is inertia of the stackification' omits the definite article.","The sentence identifies a specific inertia object, so ordinary English grammar requires 'the inertia'.","Insert 'the' before 'inertia'.",reported_to_cjk1_2026-08-22
STACKS-021,p01,stacks.tex,stacks.tex:2090-2091,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'are both a strongly cartesian morphisms' has incompatible singular and plural marking.","The subject names two morphisms and the predicate noun is plural.","Delete the article 'a'.",reported_to_cjk1_2026-08-22
STACKS-022,p01,stacks.tex,stacks.tex:2151,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The local section s_i=F(psi_i) is placed in I(q(x_i)).","The functor q has domain Y while x_i is an object of X, so q(x_i) is ill-typed; the surrounding restrictions are over q(y_i).","Replace q(x_i) with q(y_i).",reported_to_cjk1_2026-08-22
STACKS-023,p01,stacks.tex,stacks.tex:2218,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The proof invokes the assumption that Y is a stack over C.","The lemma assumes that Y is a stack over X and is proving that it is a stack over C, so the stated appeal is circular and names the wrong base.","Replace C with X.",reported_to_cjk1_2026-08-22
STACKS-024,p01,stacks.tex,stacks.tex:2426,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The clause 'By the uniqueness property of a 2-fibre product may assume that' lacks a grammatical subject.","The modal verb 'may' requires a subject; the proof is making a choice available to its authors.","Insert 'we' before 'may assume'.",reported_to_cjk1_2026-08-22
STACKS-025,p01,stacks.tex,stacks.tex:2448,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The identities F'(x'_i)=x_i and G'(x'_i)=y'_i reverse the two projections.","The displayed square types F' into Y' and G' into X, while y'_i lies in Y' and x_i lies in X.","Replace the identities by F'(x'_i)=y'_i and G'(x'_i)=x_i.",reported_to_cjk1_2026-08-22
STACKS-026,p01,stacks.tex,stacks.tex:2516,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The clause 'By the uniqueness property of a 2-fibre product may assume that' lacks a grammatical subject.","The modal verb 'may' requires a subject; the proof is making a choice available to its authors.","Insert 'we' before 'may assume'.",reported_to_cjk1_2026-08-22
STACKS-027,p01,stacks.tex,stacks.tex:2739,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'Then bot' contains the typographical word 'bot'.","The sentence discusses the two displayed cartesian lifts, so the required quantifier is 'both'.","Replace 'Then bot' by 'Then both'.",reported_to_cjk1_2026-08-22
STACKS-028,p01,stacks.tex,stacks.tex:2739-2740,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"Two morphisms declared to lift a:U->U' are displayed with targets (U,y') and (U,y).","A lift of a must have base target U', and both underlying morphisms beta and beta' have codomain y'.","Replace both displayed targets by (U',y').",reported_to_cjk1_2026-08-22
STACKS-029,p01,stacks.tex,stacks.tex:2774-2775,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The fibres identified with (u^p S)_U and (u^p S)_{U'} are written S_U and S_{U'}.","The structural functor of S has codomain D; line 2695 identifies the fibre over U with S_{u(U)}.","Replace them by S_{u(U)} and S_{u(U')}.",reported_to_cjk1_2026-08-22
STACKS-030,p01,stacks.tex,stacks.tex:2838-2839,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The construction reads 'is given by a (a,b,alpha)', placing an indefinite article directly before a tuple.","A tuple is not introduced by the article unless a count noun such as 'triple' is supplied.","Delete the article or insert 'triple'.",reported_to_cjk1_2026-08-22
STACKS-031,p01,stacks.tex,stacks.tex:2841,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The phrase 'alpha:x_1->x_2 is morphism of S' lacks an indefinite article.","The singular count noun 'morphism' requires 'a'.","Insert 'a' before 'morphism'.",reported_to_cjk1_2026-08-22
STACKS-032,p01,stacks.tex,stacks.tex:2906,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The pair (phi_1,phi') is asserted to define a map from V_1, although phi' has domain V.","The preceding morphism b:V_1->V supplies the required change of domain; both components of the map to the fibre product must start at V_1.","Replace (phi_1,phi') by (phi_1,phi' composed with b).",reported_to_cjk1_2026-08-22
STACKS-033,p01,stacks.tex,stacks.tex:2909,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The formula states p(gamma_1)=phi'_1.","The functor p takes values in C, whereas phi'_1 is a morphism in D; gamma_1 must lift c':U'_1->U_1.","Replace the right-hand side by c'.",reported_to_cjk1_2026-08-22
STACKS-034,p01,stacks.tex,stacks.tex:2916-2918,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The displayed arrow (a',b,alpha') mixes object names U_1,U and structure maps phi_1,phi with codomains involving U'_1,U'.","The objects just constructed are based at U'_1 and U', with structure maps phi'_1 and phi'; moreover alpha' lies over a'.","Use source (U'_1,phi'_1:V_1->u(U'_1),x'_1) and target (U',phi':V->u(U'),x').",reported_to_cjk1_2026-08-22
STACKS-035,p01,stacks.tex,stacks.tex:2925,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The target object of (c',id_{V_1},gamma_1) uses phi:V_1->u(U_1).","The target is the previously defined object based at U_1, whose structure map is phi_1; plain phi has a different domain and codomain.","Replace phi by phi_1.",reported_to_cjk1_2026-08-22
STACKS-036,p01,stacks.tex,stacks.tex:2927-2928,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The sentence says that a singular 'element of R' is one 'which form a solution'.","The verb disagrees with its singular antecedent, while the mathematical solution is furnished jointly by two constructed morphisms.","Recast the ending so the two morphisms together form the solution.",reported_to_cjk1_2026-08-22
STACKS-037,p01,stacks.tex,stacks.tex:2943,CA374CB00B1C71ACF10E30FAEF293108D079258211D935FE0D4ADD1477634BA9,"The same symbol phi is used for maps V->u(U) and V->u(U') in the source and target of one displayed morphism.","A single morphism cannot have both codomains; the target structure map is distinct and must satisfy the commutative-square relation.","Use phi':V->u(U') in the target, with phi'=u(c) composed with phi.",reported_to_cjk1_2026-08-22
