id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
SHEAVES-015,p01,sheaves.tex,sheaves.tex:2058-2064,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The Yoneda sentence says the adjunction formula determines the pullback 'uniquely'.","A left adjoint represented by the Hom functor is determined canonically only up to unique natural isomorphism unless a concrete construction or strict choice has already been fixed.","Replace 'uniquely' by 'up to unique isomorphism', or state that the later construction fixes a chosen representative.",reported_to_cjk1_2026-08-22
SHEAVES-016,p01,sheaves.tex,sheaves.tex:2100-2105,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The canonical map G(U) to f_pG(f^{-1}(U)) uses U without introducing it as an open subset of Y.","The neighbourhood system contains U only when U is an open of Y; this quantification is needed for the displayed component of i_G.","Begin 'For every open U subset Y, there is a canonical map...'.",reported_to_cjk1_2026-08-22
SHEAVES-017,p01,sheaves.tex,sheaves.tex:2116-2120,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The sentence reads 'let U subset X open'.","The predicate lacks a copula/determiner.","Write 'let U subset X be open'.",reported_to_cjk1_2026-08-22
SHEAVES-018,p01,sheaves.tex,sheaves.tex:2264-2273,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The phrase 'if and only if corresponding family of maps' is missing the article.","The intended subject is the corresponding family (a_V).","Insert 'the' before 'corresponding family'.",reported_to_cjk1_2026-08-22
SHEAVES-019,p01,sheaves.tex,sheaves.tex:2298-2305,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof says 'restruction map'.","The arrow is the ordinary restriction map from F(f^{-1}(V)) to F(U).","Replace 'restruction' by 'restriction'.",reported_to_cjk1_2026-08-22
SHEAVES-020,p01,sheaves.tex,sheaves.tex:2313-2323;2373-2380,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"Two hypotheses say 'an g-map'.","The pronounced consonant requires the article 'a'.","Replace both occurrences by 'a g-map'.",reported_to_cjk1_2026-08-22
SHEAVES-021,p01,sheaves.tex,sheaves.tex:2321-2332,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The definition says 'commutativity of the diagrams' but only one diagram follows.","The single xymatrix defines the component of the composite.","Use singular 'the diagram', unless another diagram was omitted.",reported_to_cjk1_2026-08-22
SHEAVES-022,p01,sheaves.tex,sheaves.tex:2353-2360,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The prose says 'The image of a representative ... is mapped to'.","The double passive confuses the representative with its image; the formula gives the direct assignment.","Write 'A representative (V,s) ... is mapped to the element represented by ...'.",reported_to_cjk1_2026-08-22
SHEAVES-023,p01,sheaves.tex,sheaves.tex:2361-2371,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The parenthesis '(for f(x) in V subset Y open)' is missing a copula/determiner.","The intended range is over open neighbourhoods V of f(x) in Y.","Write '(for every open V subset Y containing f(x))'.",reported_to_cjk1_2026-08-22
SHEAVES-024,p01,sheaves.tex,sheaves.tex:2435-2437,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The second of two announced assignments uses G to f_pG rather than G mapsto f_pG.","Both expressions name object assignments defining functors; the first correctly uses mapsto.","Replace the second to-arrow by mapsto.",reported_to_cjk1_2026-08-22
SHEAVES-025,p01,sheaves.tex,sheaves.tex:2455-2464,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The sentence has two successive predicates: 'the corresponding map ... is the map ... is also a map'.","The displayed composite is the corresponding map and is a morphism of abelian presheaves.","Split after the displayed composite or remove the first 'is the map'.",reported_to_cjk1_2026-08-22
SHEAVES-026,p01,sheaves.tex,sheaves.tex:2455-2476,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The summary writes psi mapsto f_*psi, although the typed construction two lines earlier is f_*psi composed with i_G.","Bare f_*psi has source f_*f_pG, not G, and therefore is not an element of the Hom set on the right side of the adjunction.","Restore the unit: psi mapsto f_*psi composed with i_G.",reported_to_cjk1_2026-08-22
SHEAVES-027,p01,sheaves.tex,sheaves.tex:2479-2483,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"For f:X to Y the paragraph puts F on Y and f_*F on X.","The functor was defined as f_*:Ab(X) to Ab(Y), and the preceding set-valued pushforward lemma has the same variance.","Replace 'F ... on Y' by 'F ... on X' and 'f_*F ... on X' by '... on Y'.",reported_to_cjk1_2026-08-22
SHEAVES-028,p01,sheaves.tex,sheaves.tex:2686-2690,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"A comma separates the compound subject 'the pullback and pushforward functors' from singular 'is'.","The compound plural subject requires 'are' and no intervening comma.","Write 'the natural setting for defining the pullback and pushforward functors is ...' or recast with a singular subject.",reported_to_cjk1_2026-08-22
SHEAVES-029,p01,sheaves.tex,sheaves.tex:2708-2710,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof begins 'Let V subset Y is open'.","The construction requires V to be an open subset of Y.","Replace by 'Let V subset Y be open'.",reported_to_cjk1_2026-08-22
SHEAVES-030,p01,sheaves.tex,sheaves.tex:2741-2743,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof begins 'Let U subset X is open'.","The construction requires U to be an open subset of X.","Replace by 'Let U subset X be open'.",reported_to_cjk1_2026-08-22
SHEAVES-031,p01,sheaves.tex,sheaves.tex:2802-2809,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"A display ending with a full stop is followed by the lowercase fragment 'according to Section ...'.","The citation modifies the preceding equality and should form part of that sentence or begin a new capitalized sentence.","Remove the display-final stop and continue 'according to...', or write 'This is Section ...'.",reported_to_cjk1_2026-08-22
SHEAVES-032,p01,sheaves.tex,sheaves.tex:2835-2838;2871-2873,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The hypotheses and Hom categories are for presheaves, but the third equality is called an equality 'of abelian sheaves'.","At this point F is only a presheaf of O-modules, so f_*F is an abelian presheaf; no sheaf hypothesis or sheafification has occurred.","Replace 'of abelian sheaves' by 'of abelian presheaves'.",reported_to_cjk1_2026-08-22
SHEAVES-033,p01,sheaves.tex,sheaves.tex:2952-2962,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"A display ending with a full stop is followed by lowercase 'where'; 'Lemmas' is plural before one reference.","The two equalities are justified separately by one lemma each.","Integrate 'where' into the sentence and replace 'Lemmas' by singular 'Lemma'.",reported_to_cjk1_2026-08-22
SHEAVES-034,p01,sheaves.tex,sheaves.tex:2986-2998,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"A display ending with a full stop is followed by lowercase fragment 'which are a combination of'.","The relative clause should attach to 'the equalities' before the display or become an independent sentence.","Write 'These equalities combine Lemma ... and ...'.",reported_to_cjk1_2026-08-22
SHEAVES-035,p01,sheaves.tex,sheaves.tex:3122-3128,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The pushforward definition reads 'which as a sheaf ... equals ... and with module structure ...', breaking the parallel construction.","The intended object is f_*F as an abelian sheaf, equipped by restriction of scalars along f-sharp.","Recast as 'whose underlying abelian sheaf is f_*F and whose module structure is obtained by restriction along f-sharp'.",reported_to_cjk1_2026-08-22
SHEAVES-036,p01,sheaves.tex,sheaves.tex:3206-3211,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The introductory data coordinate 'Given a morphism ..., and a sheaf F, a sheaf G ...' without a second conjunction or verb.","Both F and G are hypotheses for the definition of an f-map of module sheaves.","Write 'Given ..., a sheaf F ..., and a sheaf G ..., the notion ... makes sense'.",reported_to_cjk1_2026-08-22
SHEAVES-037,p01,sheaves.tex,sheaves.tex:3230-3236,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The phrase 'and x in X the induced map on stalks' lacks punctuation/verb linking x to the displayed map.","The map phi_x is induced for each point x in X.","Write 'and x in X, the induced map on stalks is ...'.",reported_to_cjk1_2026-08-22
SHEAVES-038,p01,sheaves.tex,sheaves.tex:3273-3278,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The definition says 'Denote i_x ... the inclusion map'.","English 'denote' requires 'by' in this construction.","Write 'Denote the inclusion map by i_x' or 'Let i_x ... be the inclusion map'.",reported_to_cjk1_2026-08-22
SHEAVES-039,p01,sheaves.tex,sheaves.tex:3331-3335,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The hypothesis reads 'let x in X a point'.","The copula 'be' is missing.","Write 'let x in X be a point'.",reported_to_cjk1_2026-08-22
SHEAVES-040,p01,sheaves.tex,sheaves.tex:3341-3343,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The list reads 'abelian groups, algebraic structures' without a conjunction.","The statement applies to two parallel cases.","Insert 'and' before 'algebraic structures'.",reported_to_cjk1_2026-08-22
SHEAVES-041,p01,sheaves.tex,sheaves.tex:3511-3521,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof reindexes the finite cover by j=1,...,m but then quantifies intersections for j,j' in J.","J belongs to the earlier general form of a covering; after the displayed reindexing, the proof should consistently quantify 1<=j,j'<=m (or retain J throughout).","Replace 'j,j' in J' by the integer range, or write the cover as a union over j in J.",reported_to_cjk1_2026-08-22
SHEAVES-042,p01,sheaves.tex,sheaves.tex:3587-3592,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The stalk formula uses f_{b composed with a}, although a:j to i and b:k to j.","The composite with source k and target i is a composed with b, used correctly at lines 3581-3583 and throughout the surrounding proof; b composed with a is not typeable.","Replace f_{b composed with a}^{-1} by f_{a composed with b}^{-1}.",reported_to_cjk1_2026-08-22
SHEAVES-043,p01,sheaves.tex,sheaves.tex:3587-3591,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The singular subject 'the image of s and s'' is followed by plural 'are different'.","Semantically there are two images being compared.","Write 'the images of s and s' ... are different'.",reported_to_cjk1_2026-08-22
SHEAVES-044,p01,sheaves.tex,sheaves.tex:3606-3608,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The phrase says 'W_l and V_{l,i} quasi-compact open' without a verb.","Both families are asserted to consist of quasi-compact opens.","Insert 'are' before 'quasi-compact open' or write 'are quasi-compact opens'.",reported_to_cjk1_2026-08-22
SHEAVES-045,p01,sheaves.tex,sheaves.tex:3615-3618,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The instruction 'Write s_{l,j} the restriction ...' omits a linking word.","The proof is defining notation for the restricted pullback section.","Write 'Write s_{l,j} for the restriction ...' or 'Let s_{l,j} be ...'.",reported_to_cjk1_2026-08-22
SHEAVES-046,p01,sheaves.tex,sheaves.tex:4940-4947;5041-5046,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The fibre is typeset as i_*\mathcal{F}_x at 4942 and 5045, while the same object is parenthesized as (i_*\mathcal{F})_x at 5041.","Without parentheses the expression can be read as applying i_* to the stalk \mathcal{F}_x, although i_* is the sheaf direct-image functor and the displayed case distinction concerns the stalk of i_*\mathcal{F}.","Use (i_*\mathcal{F})_x at both unparenthesized occurrences.",reported_to_cjk1_2026-08-22
SHEAVES-047,p01,sheaves.tex,sheaves.tex:4990-4993,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof begins 'Fully faithfulness follows formally'.","The standard noun phrase is 'full faithfulness'; 'fully' is an adverb modifying 'faithful', not the noun 'faithfulness'.","Replace 'Fully faithfulness' by 'Full faithfulness'.",reported_to_cjk1_2026-08-22
SHEAVES-048,p01,sheaves.tex,sheaves.tex:5123-5135,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The final line of the restriction calculation contains \varphi_V(s_V), but s_V is never defined.","The claimed identity immediately above is (\varphi_U(s))|_V = \varphi_V(s|_V), and the preceding line restricts s to V \cap U_i; hence the argument of \varphi_V must be s|_V.","Replace \varphi_V(s_V) by \varphi_V(s|_V).",reported_to_cjk1_2026-08-22
SHEAVES-049,p01,sheaves.tex,sheaves.tex:5136-5140,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The phrase reads 'given U \subset X open subset'.","The noun phrase lacks an article and linking verb.","Write 'given an open subset U \subset X' or 'given U \subset X open'.",reported_to_cjk1_2026-08-22
SHEAVES-050,p01,sheaves.tex,sheaves.tex:5186-5189;5191-5197;5233-5238;5252-5259,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The text repeatedly uses the singular constructions 'a glueing data' and 'a collection ... a glueing data'.","In formal mathematical English, 'data' is plural; a single object is a 'glueing datum', while a family is 'glueing data'.","Use 'a glueing datum' for each singular object and 'glueing data' only for the plural family.",reported_to_cjk1_2026-08-22
SHEAVES-051,p01,sheaves.tex,sheaves.tex:5224-5228,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"Restriction mappings are said to be 'defined by the restricting each of the s_i'.","The definite article before the gerund is ungrammatical.","Write 'defined by restricting each of the s_i'.",reported_to_cjk1_2026-08-22
SHEAVES-052,p01,sheaves.tex,sheaves.tex:3705-3707,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The presheaf axioms place the identity condition directly before 'whenever' without a conjunction or separating punctuation.","Two independent axioms are being conjoined.","Insert 'and' or a semicolon before 'whenever'.",reported_to_cjk1_2026-08-22
SHEAVES-053,p01,sheaves.tex,sheaves.tex:3708-3711;4011-4016,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"Component maps of a presheaf morphism are denoted by bare \varphi in two definitions.","The maps vary with U and surrounding conventions use components \varphi_U.","Write \varphi_U : \mathcal F(U) to \mathcal G(U) in both definitions.",reported_to_cjk1_2026-08-22
SHEAVES-054,p01,sheaves.tex,sheaves.tex:3721-3725,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"After defining a colimit the prose calls it 'this limit' and says the limit is directed.","The indexing system is directed/filtered; the resulting categorical object is a colimit.","Say 'this colimit' and attribute directedness to the index system.",reported_to_cjk1_2026-08-22
SHEAVES-055,p01,sheaves.tex,sheaves.tex:3916-3920,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof chooses V_{ijy} containing y but does not state V_{ijy} is contained in U_i intersection U_j.","The displayed restrictions of sigma_i and sigma_j to V_{ijy} are only typed under that containment.","Add y in V_{ijy} subset U_i intersection U_j.",reported_to_cjk1_2026-08-22
SHEAVES-056,p01,sheaves.tex,sheaves.tex:3938-3941;4054-4057,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The extension statements assert existence of a 'unique sheaf' without a categorical qualifier.","A sheaf reconstructed from local/basis data is normally unique up to unique isomorphism, not literally equal as a set-theoretic object.","Write 'unique up to unique isomorphism' unless a fixed construction makes literal uniqueness intended.",reported_to_cjk1_2026-08-22
SHEAVES-057,p01,sheaves.tex,sheaves.tex:4017-4019;4041-4043;4173-4175,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"An object defined as the underlying presheaf of sets is later called the associated presheaf of sets.","'Associated presheaf' can be confused with the associated-sheaf construction and is not the term used in the definition.","Use 'underlying presheaf of sets' consistently.",reported_to_cjk1_2026-08-22
SHEAVES-058,p01,sheaves.tex,sheaves.tex:3947-3949;4087-4090,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof refers to condition (**) when comparing the construction on underlying sets.","The underlying-set formula is introduced as condition (*) at 3947-3949; (**) is the separate sheaf condition.","Replace (**) by (*) if the intended reference is the construction formula.",reported_to_cjk1_2026-08-22
SHEAVES-059,p01,sheaves.tex,sheaves.tex:4255-4256;4322-4323,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The phrase is 'a type of algebraic structures'.","The defined technical noun elsewhere in the chapter is singular 'a type of algebraic structure'.","Use the singular technical phrase.",reported_to_cjk1_2026-08-22
SHEAVES-060,p01,sheaves.tex,sheaves.tex:4352-4358;4372-4375,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof fixes an arbitrary open V subset Y, but the maps \varphi_V^U are only given for V in the chosen basis B_Y.","The proof later returns explicitly to V in B_Y, confirming the domain restriction.","At 4352 require V in B_Y, or first extend the component maps to arbitrary opens.",reported_to_cjk1_2026-08-22
SHEAVES-061,p01,sheaves.tex,sheaves.tex:4375-4380,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"A lemma constructs an f-map but the next sentence calls the result a map of sheaves of sets.","For nonidentity f these are different types; the ordinary morphism is the adjoint map f^{-1}G to F.","Retain 'f-map' or explicitly pass to the adjoint sheaf morphism.",reported_to_cjk1_2026-08-22
SHEAVES-062,p01,sheaves.tex,sheaves.tex:4387-4390,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The plural subject 'the maps on stalks' is followed by singular 'is'.","Subject and verb disagree in number.","Use 'the map on stalks is' or 'the maps on stalks are'.",reported_to_cjk1_2026-08-22
SHEAVES-063,p01,sheaves.tex,sheaves.tex:3982-3985;4121-4125;4241-4244,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"Three proofs repeat 'The inverse functor in given'.","The preposition 'in' is a typo for the verb 'is'.","Replace 'in given' by 'is given'.",reported_to_cjk1_2026-08-22
SHEAVES-064,p01,sheaves.tex,sheaves.tex:4043-4046,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The singular subject 'The analogue' is followed by 'need some care'.","Subject and verb disagree in number.","Replace 'need' by 'needs'.",reported_to_cjk1_2026-08-22
SHEAVES-065,p01,sheaves.tex,sheaves.tex:4349-4353,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof begins 'Let us first proves'.","After 'let us' English requires the infinitive.","Replace 'proves' by 'prove'.",reported_to_cjk1_2026-08-22
SHEAVES-066,p01,sheaves.tex,sheaves.tex:4434-4437,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof text 'Similar to the above and omitted' is a sentence fragment.","The proof is intentionally omitted but needs a predicate.","Write 'The proof is similar to the one above and is omitted.'",reported_to_cjk1_2026-08-22
SHEAVES-067,p01,sheaves.tex,sheaves.tex:4464-4468,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The fibre is typeset j^{-1}\mathcal G_u without parentheses.","The intended object is the stalk at u of the inverse-image sheaf, conventionally (j^{-1}\mathcal G)_u.","Add parentheses around j^{-1}\mathcal G.",reported_to_cjk1_2026-08-22
SHEAVES-068,p01,sheaves.tex,sheaves.tex:4469-4470;4577-4578;4715-4718,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The prose says '(pre)sheaves of U'.","Sheaves are defined on a space, not 'of' it in this construction.","Replace 'of U' by 'on U'.",reported_to_cjk1_2026-08-22
SHEAVES-069,p01,sheaves.tex,sheaves.tex:4477-4479,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The phrase 'colimit over collection' lacks an article.","The collection was just specified and is definite.","Write 'colimit over the collection'.",reported_to_cjk1_2026-08-22
SHEAVES-070,p01,sheaves.tex,sheaves.tex:4486-4487,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof uses j^{-1}j_* to justify both the presheaf and sheaf statements.","The presheaf statement names j_pj_*, while j^{-1}j_* is the sheaf-level composite.","Add the parallel j_pj_* calculation or restrict the sentence to the sheaf statement.",reported_to_cjk1_2026-08-22
SHEAVES-071,p01,sheaves.tex,sheaves.tex:4501-4505,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The list reads 'a sheaf of sets on X, abelian groups or algebraic structures on X'.","The coordination drops 'sheaf of' before the latter two cases and repeats the base ambiguously.","Write 'a sheaf on X of sets, abelian groups, or algebraic structures'.",reported_to_cjk1_2026-08-22
SHEAVES-072,p01,sheaves.tex,sheaves.tex:4518-4520,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The mathematical exposition abruptly begins a sentence with 'Ok, so'.","The phrase is conversational and inconsistent with the surrounding editorial register.","Replace it with 'Thus' or state the deduction directly.",reported_to_cjk1_2026-08-22
SHEAVES-073,p01,sheaves.tex,sheaves.tex:4566-4570;4705-4708;4749-4752;4796-4799;4905-4908,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"Several fibres are typeset j_!\mathcal F_x without parentheses.","The intended object is the stalk of the extension-by-zero sheaf, namely (j_!\mathcal F)_x.","Add parentheses at each occurrence.",reported_to_cjk1_2026-08-22
SHEAVES-074,p01,sheaves.tex,sheaves.tex:4594-4595,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof calls the object in both parts (4) and (5) 'the sheaf'.","Part (4) is explicitly a presheaf statement; only part (5) is sheaf-level.","Say '(pre)sheaf' or distinguish the two cases.",reported_to_cjk1_2026-08-22
SHEAVES-075,p01,sheaves.tex,sheaves.tex:4648-4651,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The phrase is 'of the give type'.","'Give' is a typo in the attributive phrase.","Replace 'give' by 'given'.",reported_to_cjk1_2026-08-22
SHEAVES-076,p01,sheaves.tex,sheaves.tex:4673-4676,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The words rings and abelian are used directly as mathematical subscripts.","Bare prose words in math mode are rendered as products of variables/italic identifiers rather than semantic labels.","Use \text{rings} and \text{abelian}, or defined roman macros.",reported_to_cjk1_2026-08-22
SHEAVES-077,p01,sheaves.tex,sheaves.tex:4731-4734,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The phrase is '(pre)sheaves of algebraic structure'.","The established generic term in the chapter is plural 'algebraic structures'.","Use '(pre)sheaves of algebraic structures'.",reported_to_cjk1_2026-08-22
SHEAVES-078,p01,sheaves.tex,sheaves.tex:4773-4806,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"At 4794 F is called a sheaf of O-modules on U, while all surrounding categories use O restricted to U.","The module structure on the open subspace is over \mathcal O|_U, as stated at 4773,4783,4791 and 4806.","Replace O-modules by O|_U-modules at 4794, unless an explicit restriction convention is invoked.",reported_to_cjk1_2026-08-22
SHEAVES-079,p01,sheaves.tex,sheaves.tex:4835-4838,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"The proof begins 'Fully faithfulness'.","The noun phrase is 'Full faithfulness'.","Replace 'Fully' by 'Full'.",reported_to_cjk1_2026-08-22
SHEAVES-080,p01,sheaves.tex,sheaves.tex:4599-4601;4605-4606,AC4F9EDC7DB85E66329806EC9EA42816187A469772844BAEA663E1C9A9F00B38,"Commas split the subject from the verb in 'as defined above, is' and 'empty set, is'.","The commas are syntactically extraneous and interrupt the definitions.","Remove the two subject-verb commas.",reported_to_cjk1_2026-08-22
SITES-001,p01,sites.tex,sites.tex:2580-2582,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The lemma begins with the sentence fragment 'In the situation of Lemma ... .'.","The prepositional phrase is punctuated as a complete sentence and is disconnected from 'The functor ...'.","Join the phrase to the following sentence with a comma.",reported_to_cjk1_2026-08-22
SITES-002,p01,sites.tex,sites.tex:2595-2597,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The lemma repeats the sentence fragment 'In the situation of Lemma ... .'.","As at lines 2580-2582 the prepositional phrase is not a complete sentence.","Join it to 'For any presheaf ...' with a comma.",reported_to_cjk1_2026-08-22
SITES-003,p01,sites.tex,sites.tex:2821-2823,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The proof ends 'we conclude because' followed by the displayed identity u_s = # o u_p.","The connective is grammatically incomplete although the mathematical reason is clear.","Replace with 'we conclude using' or 'we conclude because u_s = ...'.",reported_to_cjk1_2026-08-22
SITES-004,p01,sites.tex,sites.tex:2832-2834,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"There is a space before the comma in '\\mathcal{D}$ , and'.","The punctuation spacing is inconsistent with the rest of the source.","Delete the space before the comma.",reported_to_cjk1_2026-08-22
SITES-005,p01,sites.tex,sites.tex:3354-3360,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence says that id_U 'lifts to a section of s_c of h_{U_{iota(c)}}^#'.","The next sentence defines s_c as the section; 'of s_c' makes s_c an object possessing a section and is grammatically and mathematically inconsistent.","Replace 'lifts to a section of s_c of' by 'lifts to a section s_c of'.",reported_to_cjk1_2026-08-22
SITES-006,p01,sites.tex,sites.tex:3405,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence begins 'Finite copoducts of sheaves'.","The standard categorical noun is 'coproducts'.","Replace 'copoducts' by 'coproducts'.",reported_to_cjk1_2026-08-22
SITES-007,p01,sites.tex,sites.tex:3460-3474,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"After introducing sections s and s' and assuming phi_{ii_a}(s)=phi_{i'i_a}(s'), the conclusion twice uses phi_{i'i''}(s).","The second transition morphism has source F_{i'} and must act on s'; using s is ill-typed unless i=i', which is not assumed.","Replace both occurrences of phi_{i'i''}(s) at lines 3472 and 3474 by phi_{i'i''}(s').",reported_to_cjk1_2026-08-22
SITES-008,p01,sites.tex,sites.tex:3622-3628,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The proof says 'This is done shown in the next paragraph'.","The doubled auxiliary is ungrammatical.","Replace with 'This is shown in the next paragraph'.",reported_to_cjk1_2026-08-22
SITES-009,p01,sites.tex,sites.tex:3738-3744,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The proof says 'Since the cardinality if I x I'.","The preposition is a typographical error.","Replace 'if' by 'of'.",reported_to_cjk1_2026-08-22
SITES-010,p01,sites.tex,sites.tex:1248-1278,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The induced morphism f_{jj'} has target U_{alpha(i)} x_U U_{alpha(i')}, although i and i' are not bound in this sentence.","The map alpha has domain J; f_{jj'} is induced by f_j and f_{j'}, and the next two formulas use U_{alpha(j)} x_U U_{alpha(j')}.","Replace i and i' in the target at line 1273 by j and j'.",reported_to_cjk1_2026-08-22
