unit_id,item,unit_type,parent_id,source_start,source_end,fr_loc,en_loc,authority_sha256,fga_topics,topic_evidence_labels,topic_evidence_tags,decision_id,disposition,review_state,stacks_labels,stacks_tags,rationale
fga.182.s8.remark.u.n03.item.2,182,subitem,fga.182.s8.remark.u.n03,220,220,fr/182.tex:1403,en/182.tex:1370,AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.182.bib,182,bibliography,fga.182,220,220,fr/182.tex:1411,en/182.tex:1378,AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.182.bib.ref.1,182,bibliography_item,fga.182.bib,220,220,fr/182.tex:1415,en/182.tex:1382,AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.182.bib.ref.2,182,bibliography_item,fga.182.bib,220,220,fr/182.tex:1418,en/182.tex:1385,AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.182.bib.ref.3,182,bibliography_item,fga.182.bib,220,220,fr/182.tex:1421,en/182.tex:1388,AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.182.bib.ref.4,182,bibliography_item,fga.182.bib,220,220,fr/182.tex:1423,en/182.tex:1390,AEE42088A9B9E94F4C87220AD68A27C1D7697C3ACB4F5C2F0DEE0E3F6B0BE1C1,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.e182,e182,erratum,fga,298,299,fr/e182.tex:1,en/e182.tex:1,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,cohomology;formal-geometry;fundamental-group;galois-cover;picard-scheme;projectivity;properness;quasi-projectivity;separatedness;smoothness;tame-ramification,algebraization-section-introduction;cohomology-section-cech-cohomology-cohomology;formal-spaces-section-formal-schemes-EGA;morphisms-section-projective;morphisms-section-proper;morphisms-section-quasi-projective;morphisms-section-smooth;pic-section-picard-curve;pic-section-representability;pione-section-finite-etale-under-galois;pione-section-fundamental-groups;pione-section-tame;schemes-section-valuative-separatedness,01EO;01KY;01V4;01VV;01W0;01W7;03SF;0AHY;0B9P;0B9R;0BQ8;0BSE;0EI6,D000146,historical_reference,reviewed_historical,more-morphisms-lemma-quasi-finite-separated-pass-through-finite;pione-lemma-finite-etale-invariant-over-proper;pione-section-tame,05K0;0A49;0BSE,The erratum weakens a quasi-projectivity hypothesis records nonliftability and moduli updates adds the properness condition to the product formula and identifies tame coverings as the remaining historical gap
fga.e182.p298,e182,source_page,fga.e182,298,298,fr/e182.tex:5,en/e182.tex:5,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.e182.p299,e182,source_page,fga.e182,299,299,fr/e182.tex:18,en/e182.tex:18,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.e182.item.u.n01,e182,subitem,fga.e182,298,298,fr/e182.tex:7,en/e182.tex:7,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.e182.item.u.n02,e182,subitem,fga.e182,298,298,fr/e182.tex:13,en/e182.tex:13,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.e182.item.u.n03,e182,subitem,fga.e182,299,299,fr/e182.tex:19,en/e182.tex:19,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.e182.item.u.n04,e182,subitem,fga.e182,299,299,fr/e182.tex:29,en/e182.tex:29,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.e182.item.u.n05,e182,subitem,fga.e182,299,299,fr/e182.tex:35,en/e182.tex:35,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.e182.item.u.n06,e182,subitem,fga.e182,299,299,fr/e182.tex:40,en/e182.tex:40,C2E6779AB467A5E31BA42CF21E3EE65540990D0775A6133CF0A9126D78578D3C,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190,190,expose,fga,299,327,fr/190.tex:1,en/190.tex:1,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,abelian-scheme;base-change;boundedness;coherent-sheaf;cohomology;descent;descent-datum;effectivity;equivalence-relation;etale;existence-theorem;faithfully-flat;finite-type;flatness;formal-geometry;frobenius-radicial;fundamental-group;group-scheme;normality;picard-scheme;projectivity;properness;quasi-projectivity;quotient;separatedness;smoothness,algebraization-section-introduction;coherent-section-coherent-sheaves;coherent-section-cohomology-and-base-change;coherent-section-existence;coherent-section-existence-proper;cohomology-section-cech-cohomology-cohomology;descent-definition-effective;descent-section-descent-datum;descent-section-equivalence;descent-section-fpqc-descent-quasi-coherent;descent-section-introduction;duality-section-base-change-map;formal-spaces-section-formal-schemes-EGA;groupoids-quotients-section-categorical;groupoids-quotients-section-geometric;groupoids-section-abelian-varieties;groupoids-section-finite-flat-general;groupoids-section-group-schemes;groupoids-section-groupoids;groupoids-section-properties-group-schemes-field;modules-section-coherent;moduli-section-quot-bounded;more-morphisms-section-normal;morphisms-section-etale;morphisms-section-finite-type;morphisms-section-flat;morphisms-section-projective;morphisms-section-proper;morphisms-section-quasi-projective;morphisms-section-radicial;morphisms-section-smooth;pic-section-picard-curve;pic-section-representability;pione-section-finite-etale;pione-section-fundamental-groups;properties-section-normal;schemes-section-valuative-separatedness;spaces-section-spaces-from-equivalence-relations;varieties-section-frobenius;varieties-subsection-boundedness,01BU;01EO;01KY;01S2;01T0;01U2;01V4;01VV;01W0;01W7;01XY;022R;0230;0239;023A;023R;023U;023Z;0264;02GH;02KE;033H;038Z;03JD;047J;048I;04AD;087V;0886;08AF;0AA5;0AHY;0B9P;0B9R;0BF9;0BL6;0BQ8;0CC6;0DP9;0EI6,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p299,190,source_page,fga.190,299,299,fr/190.tex:3,en/190.tex:3,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p300,190,source_page,fga.190,300,300,fr/190.tex:46,en/190.tex:45,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p301,190,source_page,fga.190,301,301,fr/190.tex:106,en/190.tex:102,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p302,190,source_page,fga.190,302,302,fr/190.tex:165,en/190.tex:158,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p303,190,source_page,fga.190,303,303,fr/190.tex:218,en/190.tex:209,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p304,190,source_page,fga.190,304,304,fr/190.tex:277,en/190.tex:264,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p305,190,source_page,fga.190,305,305,fr/190.tex:339,en/190.tex:326,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p306,190,source_page,fga.190,306,306,fr/190.tex:391,en/190.tex:377,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p307,190,source_page,fga.190,307,307,fr/190.tex:445,en/190.tex:429,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p308,190,source_page,fga.190,308,308,fr/190.tex:493,en/190.tex:473,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p309,190,source_page,fga.190,309,309,fr/190.tex:547,en/190.tex:526,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p310,190,source_page,fga.190,310,310,fr/190.tex:600,en/190.tex:577,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p311,190,source_page,fga.190,311,311,fr/190.tex:651,en/190.tex:626,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p312,190,source_page,fga.190,312,312,fr/190.tex:714,en/190.tex:688,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p313,190,source_page,fga.190,313,313,fr/190.tex:768,en/190.tex:738,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p314,190,source_page,fga.190,314,314,fr/190.tex:848,en/190.tex:817,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p315,190,source_page,fga.190,315,315,fr/190.tex:903,en/190.tex:872,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p316,190,source_page,fga.190,316,316,fr/190.tex:953,en/190.tex:921,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p317,190,source_page,fga.190,317,317,fr/190.tex:1008,en/190.tex:975,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p318,190,source_page,fga.190,318,318,fr/190.tex:1060,en/190.tex:1024,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p319,190,source_page,fga.190,319,319,fr/190.tex:1120,en/190.tex:1084,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p320,190,source_page,fga.190,320,320,fr/190.tex:1189,en/190.tex:1151,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p321,190,source_page,fga.190,321,321,fr/190.tex:1251,en/190.tex:1212,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p322,190,source_page,fga.190,322,322,fr/190.tex:1309,en/190.tex:1269,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p323,190,source_page,fga.190,323,323,fr/190.tex:1358,en/190.tex:1317,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p324,190,source_page,fga.190,324,324,fr/190.tex:1418,en/190.tex:1375,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p325,190,source_page,fga.190,325,325,fr/190.tex:1472,en/190.tex:1428,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p326,190,source_page,fga.190,326,326,fr/190.tex:1524,en/190.tex:1480,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.p327,190,source_page,fga.190,327,327,fr/190.tex:1579,en/190.tex:1533,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,classified,,,Source or corpus structure; no independent Stacks object.
fga.190.sa,190,section,fga.190,300,314,fr/190.tex:52,en/190.tex:51,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,base-change;coherent-sheaf;cohomology;descent;descent-datum;effectivity;etale;finite-type;flatness;frobenius-radicial;fundamental-group;normality;picard-scheme;quotient,coherent-section-coherent-sheaves;coherent-section-cohomology-and-base-change;cohomology-section-cech-cohomology-cohomology;descent-definition-effective;descent-section-descent-datum;descent-section-equivalence;descent-section-fpqc-descent-quasi-coherent;descent-section-introduction;duality-section-base-change-map;groupoids-quotients-section-categorical;groupoids-quotients-section-geometric;groupoids-section-finite-flat-general;modules-section-coherent;more-morphisms-section-normal;morphisms-section-etale;morphisms-section-finite-type;morphisms-section-flat;morphisms-section-radicial;pic-section-picard-curve;pic-section-representability;pione-section-finite-etale;pione-section-fundamental-groups;properties-section-normal;varieties-section-frobenius,01BU;01EO;01S2;01T0;01U2;01XY;0239;023A;023R;023U;023Z;02GH;02KE;033H;038Z;03JD;048I;04AD;0AA5;0B9P;0B9R;0BL6;0BQ8;0CC6,D000106,existing_stronger,reviewed_source_and_stacks,categories-section-fibred-categories;stacks-section-descent-data;etale-cohomology-theorem-topological-invariance,02XJ;02ZC;04DZ,Modern fibred categories descent data and topological invariance supply the categorical core in a more invariant and more general form
fga.190.sa.result.1-1,190,result,fga.190.sa,300,300,fr/190.tex:58,en/190.tex:57,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,D000107,existing_stronger,reviewed_source_and_stacks,categories-definition-fibred-category;categories-definition-pullback-functor-fibred-category,02XM;02XN,Stacks defines a fibred category intrinsically by cartesian lifts and recovers the exposé's coherent pullback pseudofunctor after a choice of pullbacks
fga.190.sa.result.1-1.eq.u.n01,190,equation,fga.190.sa.result.1-1,300,300,fr/190.tex:63,en/190.tex:62,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.1-1.eq.u.n02,190,equation,fga.190.sa.result.1-1,300,300,fr/190.tex:70,en/190.tex:69,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.1-1.item.i,190,subitem,fga.190.sa.result.1-1,300,300,fr/190.tex:76,en/190.tex:75,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.1-1.item.ii,190,subitem,fga.190.sa.result.1-1,300,300,fr/190.tex:77,en/190.tex:76,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.1-1.item.iii,190,subitem,fga.190.sa.result.1-1,300,300,fr/190.tex:79,en/190.tex:78,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.1-1.eq.u.n03,190,equation,fga.190.sa.result.1-1,300,300,fr/190.tex:83,en/190.tex:81,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.1-1.diag.n01,190,diagram,fga.190.sa.result.1-1,300,300,fr/190.tex:84,en/190.tex:82,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.1,190,result,fga.190.sa,300,300,fr/190.tex:92,en/190.tex:90,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,D000108,existing_equivalent,reviewed_combination,categories-definition-fibred-category;schemes-lemma-fibre-product-affine-schemes,02XM;01I4,The slice-category example is the basic cartesian-pullback construction encoded by the modern fibred-category definition
fga.190.sa.result.2,190,result,fga.190.sa,300,301,fr/190.tex:100,en/190.tex:97,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,D000109,existing_stronger,reviewed_source_and_stacks,examples-stacks-section-stack-of-quasi-coherent-sheaves;descent-proposition-fpqc-descent-quasi-coherent,03YL;023T,The modern category of quasi-coherent modules is not only fibred under pullback but is proved to be a stack for fpqc descent
fga.190.sa.result.1-2,190,result,fga.190.sa,301,301,fr/190.tex:110,en/190.tex:105,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,D000110,existing_equivalent,reviewed_source_and_stacks,categories-definition-equalizers,0028,The displayed exact sequence of sets is precisely the elementwise form of an equalizer diagram
fga.190.sa.result.1-2.eq.u.n01,190,equation,fga.190.sa.result.1-2,301,301,fr/190.tex:111,en/190.tex:106,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-3,190,definition,fga.190.sa,301,301,fr/190.tex:119,en/190.tex:113,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,D000111,existing_equivalent,reviewed_combination,stacks-definition-mor-presheaf;stacks-definition-stack,02ZB;026F,The exposé's F-exact condition is full faithfulness of the descent functor and is the singleton-cover form of the sheaf condition on morphisms in a stack
fga.190.sa.definition.1-3.eq.plus,190,equation,fga.190.sa.definition.1-3,301,301,fr/190.tex:121,en/190.tex:115,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-3.eq.plusprime,190,equation,fga.190.sa.definition.1-3,301,301,fr/190.tex:130,en/190.tex:124,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-4,190,definition,fga.190.sa,301,302,fr/190.tex:142,en/190.tex:136,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,D000112,existing_stronger,reviewed_source_and_stacks,stacks-definition-descent-data,026B,Stacks incorporates compatible gluing isomorphisms and their morphisms into the family-valued definition of descent data with the cocycle condition
fga.190.sa.definition.1-4.eq.u.n01,190,equation,fga.190.sa.definition.1-4,301,301,fr/190.tex:152,en/190.tex:145,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-4.diag.n01,190,diagram,fga.190.sa.definition.1-4,301,301,fr/190.tex:153,en/190.tex:146,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-4.eq.u.n02,190,equation,fga.190.sa.definition.1-4,302,302,fr/190.tex:167,en/190.tex:160,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-4.eq.u.n03,190,equation,fga.190.sa.definition.1-4,302,302,fr/190.tex:172,en/190.tex:165,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-5,190,definition,fga.190.sa,302,303,fr/190.tex:185,en/190.tex:177,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,effectivity,descent-definition-effective;descent-section-descent-datum,023U;023Z,D000113,existing_equivalent,reviewed_source_and_stacks,stacks-definition-effective-descent-datum,026E,The modern effective-descent definition is exactly essential membership in the image of the canonical pullback datum
fga.190.sa.definition.1-5.item.c,190,subitem,fga.190.sa.definition.1-5,302,302,fr/190.tex:196,en/190.tex:188,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-5.eq.u.n01,190,equation,fga.190.sa.definition.1-5,302,302,fr/190.tex:197,en/190.tex:189,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-5.eq.i,190,equation,fga.190.sa.definition.1-5,302,302,fr/190.tex:206,en/190.tex:197,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-5.eq.ii,190,equation,fga.190.sa.definition.1-5,302,302,fr/190.tex:213,en/190.tex:204,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-6,190,definition,fga.190.sa,303,303,fr/190.tex:223,en/190.tex:214,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,descent;descent-datum,descent-section-descent-datum;descent-section-equivalence;descent-section-fpqc-descent-quasi-coherent;descent-section-introduction,0239;023A;023R;023U,D000114,existing_equivalent,reviewed_source_and_stacks,stacks-definition-descent-data;stacks-remarks-definition-descent-datum,026B;026C,The singleton-family definition gives the same two-projection gluing isomorphism and cocycle while deriving the diagonal identity from the cocycle
fga.190.sa.definition.1-7,190,definition,fga.190.sa,303,304,fr/190.tex:230,en/190.tex:220,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,descent;descent-datum;effectivity;picard-scheme,descent-definition-effective;descent-section-descent-datum;descent-section-equivalence;descent-section-fpqc-descent-quasi-coherent;descent-section-introduction;pic-section-picard-curve;pic-section-representability,0239;023A;023R;023U;023Z;0B9P;0B9R,D000115,existing_equivalent,reviewed_combination,stacks-definition-stack;stacks-lemma-stack-equivalences,026F;02ZF,Full faithfulness gives F-descent and essential surjectivity gives strict F-descent so their conjunction is the modern stack equivalence for a singleton cover
fga.190.sa.definition.1-7.eq.u.n01,190,equation,fga.190.sa.definition.1-7,303,303,fr/190.tex:232,en/190.tex:222,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-7.item.d,190,subitem,fga.190.sa.definition.1-7,303,303,fr/190.tex:254,en/190.tex:243,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-7.eq.u.n02,190,equation,fga.190.sa.definition.1-7,303,303,fr/190.tex:257,en/190.tex:245,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-7.eq.u.n03,190,equation,fga.190.sa.definition.1-7,303,303,fr/190.tex:266,en/190.tex:253,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-7.eq.i-bis,190,equation,fga.190.sa.definition.1-7,303,303,fr/190.tex:271,en/190.tex:258,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.1-7.eq.ii-bis,190,equation,fga.190.sa.definition.1-7,304,304,fr/190.tex:278,en/190.tex:265,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.2-1,190,result,fga.190.sa,304,304,fr/190.tex:298,en/190.tex:285,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,D000116,existing_equivalent,reviewed_source_and_stacks,categories-definition-equalizers;categories-definition-coequalizers,0028;002A,The representable Hom tests are exactly the categorical definitions of equalizer and coequalizer
fga.190.sa.result.2-1.eq.u.n01,190,equation,fga.190.sa.result.2-1,304,304,fr/190.tex:299,en/190.tex:286,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.2-1.eq.u.n02,190,equation,fga.190.sa.result.2-1,304,304,fr/190.tex:305,en/190.tex:292,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.result.2-1.eq.u.n03,190,equation,fga.190.sa.result.2-1,304,304,fr/190.tex:317,en/190.tex:304,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
fga.190.sa.definition.2-2,190,definition,fga.190.sa,304,305,fr/190.tex:324,en/190.tex:311,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,descent,descent-section-fpqc-descent-quasi-coherent;descent-section-introduction,0239;023R,D000117,existing_equivalent,reviewed_source_and_stacks,sites-definition-universal-effective-epimorphisms,00WP,For a singleton family the modern effective-epimorphism equalizer condition is the exposé's strict epimorphism
fga.190.sa.definition.2-2.eq.u.n01,190,equation,fga.190.sa.definition.2-2,304,304,fr/190.tex:334,en/190.tex:321,D4B1565D97958A168CC0DA0A873BA40FF466497D555871869F47916DB620C1B5,,,,,structural_only,inherits_parent,,,Embedded component; use the parent unit's semantic disposition.
