tag,full_label,file,line,kind,short_label,chapter,section_label,section_title,text_sha256
03SA,etale-cohomology-lemma-torsion-colimit-constructible,etale-cohomology.tex,12216,lemma,lemma-torsion-colimit-constructible,Etale Cohomology,section-more-constructible,More on constructible sheaves,9DF12B9B218571999F89789CD0385465EFE1CA1C987D2369C56579C71807398D
095Q,etale-cohomology-lemma-check-constructible,etale-cohomology.tex,12276,lemma,lemma-check-constructible,Etale Cohomology,section-more-constructible,More on constructible sheaves,C0884ABFC0006D8E18736F4B75D06F3FC72D7869F32A928D4455DD0CA58B3335
095H,etale-cohomology-lemma-pushforward-constructible,etale-cohomology.tex,12321,lemma,lemma-pushforward-constructible,Etale Cohomology,section-more-constructible,More on constructible sheaves,C9A13055D64E2136B1E7FEE22AD0B947EED0F782E1386231FB71114E6F346E86
09Y9,etale-cohomology-lemma-category-constructible-sets,etale-cohomology.tex,12343,lemma,lemma-category-constructible-sets,Etale Cohomology,section-more-constructible,More on constructible sheaves,012C032B31F55AC026C4F5DE57C159F230E581BD58A565D60FDBA5BC3BADA163
095N,etale-cohomology-lemma-category-constructible-modules,etale-cohomology.tex,12412,lemma,lemma-category-constructible-modules,Etale Cohomology,section-more-constructible,More on constructible sheaves,CCACD216B6913C7B19E5B190CA9A85FDE93D08B5A021DEF72FA68E4914EEC2F5
09YT,etale-cohomology-lemma-category-constructible-abelian,etale-cohomology.tex,12471,lemma,lemma-category-constructible-abelian,Etale Cohomology,section-more-constructible,More on constructible sheaves,B37EDD46AFDD58631E2790A9AE4F9B624379AC13D79E3DC40B6B557EE5776580
09Z4,etale-cohomology-lemma-constructible-is-compact,etale-cohomology.tex,12497,lemma,lemma-constructible-is-compact,Etale Cohomology,section-more-constructible,More on constructible sheaves,D64AEFCFB34C33B42DBFC703FB3403F77252A74077C481FFDFB1732DBD6E2196
095R,etale-cohomology-lemma-finite-pushforward-constructible,etale-cohomology.tex,12528,lemma,lemma-finite-pushforward-constructible,Etale Cohomology,section-more-constructible,More on constructible sheaves,6996BACAD933BDD94EE0447884F9E428C20C23A44F77A1BE8FE452053D43AEF9
09YU,etale-cohomology-lemma-category-is-colimit,etale-cohomology.tex,12552,lemma,lemma-category-is-colimit,Etale Cohomology,section-more-constructible,More on constructible sheaves,16D38C8C4B933C0600D5834D3109A05311858ECAB875DCC7CF563C675EBD671F
0GL2,etale-cohomology-lemma-category-loc-cst-is-colimit,etale-cohomology.tex,12632,lemma,lemma-category-loc-cst-is-colimit,Etale Cohomology,section-more-constructible,More on constructible sheaves,B109CA847E9DAAB78FF536559A8000490480B2AA21C62EE170E8377D18676C86
09BG,etale-cohomology-lemma-irreducible-subsheaf-constant-zero,etale-cohomology.tex,12675,lemma,lemma-irreducible-subsheaf-constant-zero,Etale Cohomology,section-more-constructible,More on constructible sheaves,615BD67D3F5014F253D3D96D9A24F82C4360A79BADF653CCB4D05B569B1225F1
09Z5,etale-cohomology-lemma-push-constant-sheaf-from-open,etale-cohomology.tex,12700,lemma,lemma-push-constant-sheaf-from-open,Etale Cohomology,section-more-constructible,More on constructible sheaves,74A68654844212D21A6D6CB629DFE6D85296B3648CEC51999F5E4C9F39C712E5
0F0M,etale-cohomology-lemma-zero-in-generic-point,etale-cohomology.tex,12731,lemma,lemma-zero-in-generic-point,Etale Cohomology,section-more-constructible,More on constructible sheaves,FC0AF06A761DB2B8DFC863DFCD6D2FBA6592DEB154BF526800507E57E5B18F2C
03RY,etale-cohomology-section-noetherian-constructible,etale-cohomology.tex,12786,section,section-noetherian-constructible,Etale Cohomology,section-noetherian-constructible,Constructible sheaves on Noetherian schemes,EE6369DFDB110BCF75862FFEFB3C2956426BF599C5B27B4ADDA5147DD07F987B
09BH,etale-cohomology-proposition-constructible-over-noetherian,etale-cohomology.tex,12804,proposition,proposition-constructible-over-noetherian,Etale Cohomology,section-noetherian-constructible,Constructible sheaves on Noetherian schemes,E2A74E35EF975E3D2EA4D66AFFF2094515923BF754F4B4035DE6200476FCEB5F
09YV,etale-cohomology-lemma-constructible-over-noetherian-noetherian,etale-cohomology.tex,12901,lemma,lemma-constructible-over-noetherian-noetherian,Etale Cohomology,section-noetherian-constructible,Constructible sheaves on Noetherian schemes,EC97EA2CC044C2D85CBC3D6EA657FA7606B03093D24339AEACAA00F9A5741CD4
09Z6,etale-cohomology-lemma-constructible-maps-into-constant,etale-cohomology.tex,12921,lemma,lemma-constructible-maps-into-constant,Etale Cohomology,section-noetherian-constructible,Constructible sheaves on Noetherian schemes,A5117943B29CD41EB3530C56C76F71A8E344394BF91944CBDBFBAC50B830E670
09Z7,etale-cohomology-lemma-constructible-maps-into-constant-general,etale-cohomology.tex,13028,lemma,lemma-constructible-maps-into-constant-general,Etale Cohomology,section-noetherian-constructible,Constructible sheaves on Noetherian schemes,88CA378EB09890FA5F879F4587220E5AD71AE8E393734C377DD66C0223E859A2
0F0N,etale-cohomology-lemma-support-in-subset,etale-cohomology.tex,13091,lemma,lemma-support-in-subset,Etale Cohomology,section-noetherian-constructible,Constructible sheaves on Noetherian schemes,89B4B6A498882523162CA0F37DC362F2B2E2A3FE05B6DCA80B17D6E66C442FBE
0GJ2,etale-cohomology-section-specialization,etale-cohomology.tex,13137,section,section-specialization,Etale Cohomology,section-specialization,Specializations and etale sheaves,1D5FFE5A50C540492296099A813B7E3FEEC439821C122CC8E65124331F94F0BF
0GJ3,etale-cohomology-remark-alternative-sp,etale-cohomology.tex,13227,remark,remark-alternative-sp,Etale Cohomology,section-specialization,Specializations and etale sheaves,E59F78E47DE651E3FE2C7089D19567D1A3619730B763A71A2AE70F471EA7C111
0GJ4,etale-cohomology-remark-another-sp,etale-cohomology.tex,13252,remark,remark-another-sp,Etale Cohomology,section-specialization,Specializations and etale sheaves,160DC7E97103C19E3AB352BD2D42CD1D10CD0B84EE7A7CCE16B4257FEBD5F8D5
0GJ5,etale-cohomology-remark-can-lift,etale-cohomology.tex,13299,remark,remark-can-lift,Etale Cohomology,section-specialization,Specializations and etale sheaves,33F86F1FC22554BBE3891EB59C9B802BBC771EE8531D14A3E46D60C0036EF7FC
0GJ6,etale-cohomology-lemma-specialization-map-pullback,etale-cohomology.tex,13330,lemma,lemma-specialization-map-pullback,Etale Cohomology,section-specialization,Specializations and etale sheaves,587B96DFB5D0D82FF7042D1C7B21B5A6EAE66F568C85CBD15CA8F72B4669301F
0GJ7,etale-cohomology-lemma-characterize-locally-constant,etale-cohomology.tex,13358,lemma,lemma-characterize-locally-constant,Etale Cohomology,section-specialization,Specializations and etale sheaves,D52DC43705FFBD43ADA7F1038A980DAFEA3B4E9A70AF5218A89114090281D26B
0GKC,etale-cohomology-lemma-characterize-locally-constant-module,etale-cohomology.tex,13419,lemma,lemma-characterize-locally-constant-module,Etale Cohomology,section-specialization,Specializations and etale sheaves,FBCB5CBC543DDC099005615B57E4EE3491CA8C4FE416F9820B0619AE5C6BF0CE
0GJ8,etale-cohomology-lemma-specialization-map-pushforward,etale-cohomology.tex,13491,lemma,lemma-specialization-map-pushforward,Etale Cohomology,section-specialization,Specializations and etale sheaves,0800C0F6C3C8E04C45B74B115B57A5766FCA3B8A6F96CD3089003857398EA93D
0GJ9,etale-cohomology-remark-specialization-map-and-fibres,etale-cohomology.tex,13521,remark,remark-specialization-map-and-fibres,Etale Cohomology,section-specialization,Specializations and etale sheaves,F6B4A36C0F46BCDD4E818D923F535F9672EC12220B4C18B1C3775F51982FDE85
095V,etale-cohomology-section-Dc,etale-cohomology.tex,13559,section,section-Dc,Etale Cohomology,section-Dc,Complexes with constructible cohomology,096F11DF93232BF68A183AE327C2BF14D6D8B0C2B0EF119F904D6FB7C0A9DE1A
095W,etale-cohomology-definition-c,etale-cohomology.tex,13569,definition,definition-c,Etale Cohomology,section-Dc,Complexes with constructible cohomology,B0144B1624B75FF7CE089DD959BD0FF9F675E9DA99AA4A154B50300115A02081
095X,etale-cohomology-lemma-restrict-and-shriek-from-etale-c,etale-cohomology.tex,13583,lemma,lemma-restrict-and-shriek-from-etale-c,Etale Cohomology,section-Dc,Complexes with constructible cohomology,345E6997F9AFF14CD7F34FACF45CD724EBBD78494D0D78F762025CC1C4CF7538
095Y,etale-cohomology-lemma-pullback-c,etale-cohomology.tex,13599,lemma,lemma-pullback-c,Etale Cohomology,section-Dc,Complexes with constructible cohomology,A867B6CD788EC39E7D18B6143BF2369EC13E3A2A8C05F3BBD78766D3A64B2870
095Z,etale-cohomology-lemma-one-constructible,etale-cohomology.tex,13611,lemma,lemma-one-constructible,Etale Cohomology,section-Dc,Complexes with constructible cohomology,E27497C00BB0CDBAD41BCF0BA127C448DBA1A2067FD354973EB2D411F14F5168
0960,etale-cohomology-lemma-bounded-above-c,etale-cohomology.tex,13644,lemma,lemma-bounded-above-c,Etale Cohomology,section-Dc,Complexes with constructible cohomology,0259C42249DA10E6AD6FF5C0E7246E56E9716CB34616A5B320BC33ED182F9D42
0961,etale-cohomology-lemma-tensor-c,etale-cohomology.tex,13688,lemma,lemma-tensor-c,Etale Cohomology,section-Dc,Complexes with constructible cohomology,B21DA175E72439D77485F891D70792E7C612BB55F0F7D6531BA99E91B811A77E
0F4M,etale-cohomology-section-ctf,etale-cohomology.tex,13703,section,section-ctf,Etale Cohomology,section-ctf,Tor finite with constructible cohomology,919E3214225BF5060663E50CE8C7172D72AB1D60E8DE0529B0A1162790FE5B98
03TQ,etale-cohomology-definition-ctf,etale-cohomology.tex,13712,definition,definition-ctf,Etale Cohomology,section-ctf,Tor finite with constructible cohomology,5323B2F2E2F3E88FB94FF17884495CA73F9AA35C1CF5011A6F7B18E04943BF8F
03TS,etale-cohomology-remark-different,etale-cohomology.tex,13732,remark,remark-different,Etale Cohomology,section-ctf,Tor finite with constructible cohomology,620FE11ACC1000A528CB4A94D194A8F87D15BC2EA4011B71B7021CAE0AAD4BE7
03TT,etale-cohomology-lemma-when-ctf,etale-cohomology.tex,13744,lemma,lemma-when-ctf,Etale Cohomology,section-ctf,Tor finite with constructible cohomology,330A35084A6CC3D9F7C72B8A58071DD5CC9E36F4A6A231BDDB841A77DAC8E7DD
03TR,etale-cohomology-remark-projective-each-degree,etale-cohomology.tex,13806,remark,remark-projective-each-degree,Etale Cohomology,section-ctf,Tor finite with constructible cohomology,4A4D09CC9146D22335440429265E6342A63C1EF8C1FDD01BCA7D8C1972F6A304
0962,etale-cohomology-lemma-restrict-and-shriek-from-etale-ctf,etale-cohomology.tex,13815,lemma,lemma-restrict-and-shriek-from-etale-ctf,Etale Cohomology,section-ctf,Tor finite with constructible cohomology,9679670ADA82D01AB6EF1C48594EC1DADD08D2D0666D3429FFEBC883584A059B
0963,etale-cohomology-lemma-pullback-ctf,etale-cohomology.tex,13836,lemma,lemma-pullback-ctf,Etale Cohomology,section-ctf,Tor finite with constructible cohomology,7B65C44673DA7117E6D219E4B6AE18ED71BF2360A37B55DA71D88197C949D542
09BI,etale-cohomology-lemma-connected-ctf-locally-constant,etale-cohomology.tex,13850,lemma,lemma-connected-ctf-locally-constant,Etale Cohomology,section-ctf,Tor finite with constructible cohomology,BD4980C703E664F01B623D24F17E41127DE79420B03C6C2006D732C07896C23B
0DDB,etale-cohomology-section-torsion,etale-cohomology.tex,13888,section,section-torsion,Etale Cohomology,section-torsion,Torsion sheaves,00084F9C90ED5132915DB14F35A3500AA6BD2AC755443B1BC1970DD7F9285FA1
0DDC,etale-cohomology-lemma-torsion-cohomology,etale-cohomology.tex,13899,lemma,lemma-torsion-cohomology,Etale Cohomology,section-torsion,Torsion sheaves,E03A2AEC2725C51926C0581D90E76080AC6816D83CCF4D1BA8F97660A5573429
0DDD,etale-cohomology-lemma-torsion-direct-image,etale-cohomology.tex,13924,lemma,lemma-torsion-direct-image,Etale Cohomology,section-torsion,Torsion sheaves,E7D1A933F4043614C0A259D0699809BB7322B0733265B3F9E9CEDB1E43EC4746
09XP,etale-cohomology-section-cohomology-support,etale-cohomology.tex,13966,section,section-cohomology-support,Etale Cohomology,section-cohomology-support,Cohomology with support in a closed subscheme,43E2BB52844366BBC0BE6A9DA7E0D322B5052E9CC840292C3447C1046661C102
09XQ,etale-cohomology-lemma-sections-with-support-acyclic,etale-cohomology.tex,14023,lemma,lemma-sections-with-support-acyclic,Etale Cohomology,section-cohomology-support,Cohomology with support in a closed subscheme,A4324E5EBB16F339FC8DF94D565FA6284FA1E4D80BD6166EFF3E8954E284563A
09XR,etale-cohomology-lemma-cohomology-with-support-sheaf-on-support,etale-cohomology.tex,14058,lemma,lemma-cohomology-with-support-sheaf-on-support,Etale Cohomology,section-cohomology-support,Cohomology with support in a closed subscheme,60860AEEC4D34B7896A664FCEEE54BD5EDCB3C84C036D4B5B93F146562E23A3D
0A45,etale-cohomology-lemma-cohomology-with-support-triangle,etale-cohomology.tex,14072,lemma,lemma-cohomology-with-support-triangle,Etale Cohomology,section-cohomology-support,Cohomology with support in a closed subscheme,9FDBF7C289E6F204695AF51F0B9E518DC2AF5810AC8F272013AEA3B261801192
0AEG,etale-cohomology-lemma-complexes-with-support-on-closed,etale-cohomology.tex,14112,lemma,lemma-complexes-with-support-on-closed,Etale Cohomology,section-cohomology-support,Cohomology with support in a closed subscheme,4AB461A0A911F4BF8D02775BC928E52AD80ED59F7FD7D4EC32FB796CED4BDDAC
0A46,etale-cohomology-lemma-cohomology-with-support-quasi-coherent,etale-cohomology.tex,14156,lemma,lemma-cohomology-with-support-quasi-coherent,Etale Cohomology,section-cohomology-support,Cohomology with support in a closed subscheme,6A3240D5656792521688A5B12CF35B88BFFCC4FF865083651BA077505D8862EE
0EZN,etale-cohomology-section-strictly-henselian-local-rings,etale-cohomology.tex,14196,section,section-strictly-henselian-local-rings,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,15FA31FC4A13F7105C02C654D2CF42ED1757CDDA0A543995CB7D9F7CC05A0DF3
09AX,etale-cohomology-lemma-local-rings-strictly-henselian,etale-cohomology.tex,14205,lemma,lemma-local-rings-strictly-henselian,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,A020279EE5FBD1BA1A3D86947FCFF1DE605F35BE98EFEDF64FA67B1A7AF8113C
0GY0,etale-cohomology-lemma-gabber-criterion,etale-cohomology.tex,14228,lemma,lemma-gabber-criterion,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,96BF1C60A5A4E4DE0BF7BFD444913DCE450A774CE24D9438B691D7080B70A641
09AY,etale-cohomology-lemma-affine-only-closed-points,etale-cohomology.tex,14280,lemma,lemma-affine-only-closed-points,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,7D8F3C6D326F9D826C88D3B7E42F17DC3C448CFB2A55EF0396F5CD4D0F6D2B8D
09Z9,etale-cohomology-lemma-normal-scheme-with-alg-closed-function-field,etale-cohomology.tex,14312,lemma,lemma-normal-scheme-with-alg-closed-function-field,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,7D248ECCC8BE79D66F5AF37C2267AAB373EE6A47AABE083701E88AD305F37F1A
0EZP,etale-cohomology-lemma-Rf-star-zero-normal-with-alg-closed-function-field,etale-cohomology.tex,14369,lemma,lemma-Rf-star-zero-normal-with-alg-closed-function-field,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,D0CA6676511AA2152F57C82E1C14A5170928AC2420BD5D6AF687DB95ABA0DD76
09ZA,etale-cohomology-lemma-closed-of-affine-normal-scheme-with-alg-closed-function-field,etale-cohomology.tex,14390,lemma,lemma-closed-of-affine-normal-scheme-with-alg-closed-function-field,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,1BAB22B5FA6173904AAAF63B2A8E37F41C398CD89B10ACEBDCB5A4473FCD9D4A
09ZB,etale-cohomology-lemma-gabber-for-h1-absolutely-algebraically-closed,etale-cohomology.tex,14425,lemma,lemma-gabber-for-h1-absolutely-algebraically-closed,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,10DFDFAC8DF250F99D311B123BE0CF35F4D625A0F9A48D2D26008A9618FD6147
09ZC,etale-cohomology-lemma-gabber-for-absolutely-algebraically-closed,etale-cohomology.tex,14445,lemma,lemma-gabber-for-absolutely-algebraically-closed,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,2C508AF46CCB124F606313C94B640B8F6E38FDAD084415F9F25563BC77154D43
09ZD,etale-cohomology-lemma-integral-cover-trivial-cohomology,etale-cohomology.tex,14467,lemma,lemma-integral-cover-trivial-cohomology,Etale Cohomology,section-strictly-henselian-local-rings,Schemes with strictly henselian local rings,2EF16E03E3FC6A1A7E989DA46350C992B7F748318294EF3DF1CAA140F02613B9
0GY1,etale-cohomology-section-aic-vanishing,etale-cohomology.tex,14508,section,section-aic-vanishing,Etale Cohomology,section-aic-vanishing,Absolutely integrally closed vanishing,638DE01F1608B6B6574B1ECE15C0D8637A8645FA4B34C2C370CB46B9984B8AD8
0GY2,etale-cohomology-lemma-find-extension,etale-cohomology.tex,14523,lemma,lemma-find-extension,Etale Cohomology,section-aic-vanishing,Absolutely integrally closed vanishing,3FF1D9968FE308C45520AA64B2BA7AA48E5C2C5DB430D7CBFCDF9AAD5C263D7D
0GY3,etale-cohomology-lemma-monogenic-one,etale-cohomology.tex,14632,lemma,lemma-monogenic-one,Etale Cohomology,section-aic-vanishing,Absolutely integrally closed vanishing,49C8797435506191BB8BE954DF8FD9A32006FE3274FB0536641FA0914A7273E4
0GY4,etale-cohomology-equation-ses,etale-cohomology.tex,14673,equation,equation-ses,Etale Cohomology,section-aic-vanishing,Absolutely integrally closed vanishing,390E84DDC81D17EFCA88ED1440B2FB663D9F1880243E3D0FA64269BF2DB243BB
0GY5,etale-cohomology-lemma-lift-points-H-to-G,etale-cohomology.tex,14683,lemma,lemma-lift-points-H-to-G,Etale Cohomology,section-aic-vanishing,Absolutely integrally closed vanishing,64255706E088DCF8ACEDE12B0953497FC4C2D36F4B2B1039BF7B2CC59DC8631F
0GY6,etale-cohomology-lemma-interpolate,etale-cohomology.tex,14701,lemma,lemma-interpolate,Etale Cohomology,section-aic-vanishing,Absolutely integrally closed vanishing,3DDBF23C3FEA9B48181509CFAC544113807F0EC996D7B2E9664E5E72DD222859
0GY7,etale-cohomology-proposition-aic-vanishing,etale-cohomology.tex,14731,proposition,proposition-aic-vanishing,Etale Cohomology,section-aic-vanishing,Absolutely integrally closed vanishing,9877CBDC1915E670A855B9E483CECD7F45875063E4F8AB793B7F68F469BE1884
09Z8,etale-cohomology-section-gabber-affine-proper,etale-cohomology.tex,14892,section,section-gabber-affine-proper,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,DD862162705CCE6506F91E425D859E00B2DF7EB0FE10A1A19BF8E9147AF40DBF
09ZE,etale-cohomology-lemma-efface-cohomology-on-closed-by-finite-cover,etale-cohomology.tex,14901,lemma,lemma-efface-cohomology-on-closed-by-finite-cover,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,D315D3235A66A56C32576E102DB88189F56939D208727221CAC1F0B039DF1544
09ZF,etale-cohomology-lemma-gabber-h0,etale-cohomology.tex,14975,lemma,lemma-gabber-h0,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,DEEC40205F26D6339F30C193776CDA15617D7C7E6398ACE43CFBE791DEB8D1CD
0CAM,etale-cohomology-lemma-connected-topological,etale-cohomology.tex,15072,lemma,lemma-connected-topological,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,124BDC8B7913DDE6458200BA7A41DA18CFA1C9204F0F5C75B4F6DA8A098E3C70
09ZG,etale-cohomology-lemma-h0-topological,etale-cohomology.tex,15099,lemma,lemma-h0-topological,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,D885753A7BE5CA0A52254FFC4645E4626611D52FD2176074BE0EB56DFC73141D
0CAF,etale-cohomology-example-quinard,etale-cohomology.tex,15167,example,example-quinard,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,223C4260848876EE8E8E24D0CAE9070A0F419894C5F51D8BB2A3C6FB81A5FE69
09ZH,etale-cohomology-lemma-h0-henselian-pair,etale-cohomology.tex,15180,lemma,lemma-h0-henselian-pair,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,5894DCB657CC95A5FF2FEF5286C92BA267E9500C296B8FC8EA879790E038121B
09ZI,etale-cohomology-theorem-gabber,etale-cohomology.tex,15205,theorem,theorem-gabber,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,F0604F97ABB1C51EE0FADE6DB1CCAC43FE6E34CA977AC72576FD1388D01BECA9
0A51,etale-cohomology-lemma-vanishing-restriction-injective,etale-cohomology.tex,15259,lemma,lemma-vanishing-restriction-injective,Etale Cohomology,section-gabber-affine-proper,Affine analog of proper base change,2618CC0D00B0713CB1BB3E25F5B39C69A0D4A4EDF315DA1EA73134DC7F61C02D
03SB,etale-cohomology-section-vanishing-torsion,etale-cohomology.tex,15313,section,section-vanishing-torsion,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,099E71B2DB9094EEB6D6A00A8CD62C836541F856EDE6213F3FD439CDE27169C5
0A52,etale-cohomology-situation-what-to-prove,etale-cohomology.tex,15324,situation,situation-what-to-prove,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,8A19D553581436FEB365A34E7B81017D398FE127179C3D82EC04A01722E8E84C
0A53,etale-cohomology-item-vanishing,etale-cohomology.tex,15335,item,item-vanishing,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,14E3B3FA6130CA07FC4F6BC57DF8381906ABA9109918A9C12C702A3D8BF0AA86
0A54,etale-cohomology-item-vanishing-affine,etale-cohomology.tex,15338,item,item-vanishing-affine,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,544815DF16EA3C690A2185A2BE522C330D07FD340E9851AEA0602E86872BD40A
0A55,etale-cohomology-item-vanishing-p-p,etale-cohomology.tex,15341,item,item-vanishing-p-p,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,286C6D934A92E12AA7005783C63F0401D6E919779747246E3AAB2C2244AD8F4A
0A56,etale-cohomology-item-finite-prime-to-p,etale-cohomology.tex,15345,item,item-finite-prime-to-p,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,9C9FF85F57D254CEE94DDF02115909BA33DF66B83D4769C5ACF5A107C887CB1D
0A57,etale-cohomology-item-finite-proper,etale-cohomology.tex,15349,item,item-finite-proper,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,4A2395D806ED4EBE1A4DE438074F32C870CCB14A007F44418B9CE3807113092E
0A58,etale-cohomology-item-base-change-prime-to-p,etale-cohomology.tex,15353,item,item-base-change-prime-to-p,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,6C47004671CD2E0E9FB54FC1A529E27C56C201A41982979FF7807730E3B2626E
0A59,etale-cohomology-item-base-change-proper,etale-cohomology.tex,15359,item,item-base-change-proper,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,99F4421FE15A94829CDB988F56D9AEC4A4818FEF442953BDEB2868F2D3AA2A3C
0A5A,etale-cohomology-item-surjective,etale-cohomology.tex,15365,item,item-surjective,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,111AB37CB65DCFD3BE6AD93899FA24D41A269EF9D4203610484741EE508CF331
0A5B,etale-cohomology-lemma-constant-smooth-statements,etale-cohomology.tex,15377,lemma,lemma-constant-smooth-statements,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,1391E3D8A303DF07426229FA96351875EB06B78A39443222E24616A3AEFE098F
0A47,etale-cohomology-remark-invariance,etale-cohomology.tex,15417,remark,remark-invariance,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,699D3B6C37EF85499BCE409A15CBA2E22800151A2883F480A7F9448B9BE7703B
0A5C,etale-cohomology-lemma-ses-statements,etale-cohomology.tex,15450,lemma,lemma-ses-statements,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,B3E77567C7E4CAAAE2B131D0F77BCAA9DBCB39CB3E3BF33D973F83D4A0C4045D
0A5D,etale-cohomology-lemma-finite-pushforward-statements,etale-cohomology.tex,15471,lemma,lemma-finite-pushforward-statements,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,58974C8AF57F4F5D3186B7A432249763F5F90AFA66A748D36358CF9D088EC375
0GJA,etale-cohomology-lemma-restrict-to-open,etale-cohomology.tex,15491,lemma,lemma-restrict-to-open,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,0B1FE18E4291D1BFF09A6903E59D278280D9CBC8A6FFB7E29EA43802B8DEDE89
03SG,etale-cohomology-lemma-even-easier,etale-cohomology.tex,15548,lemma,lemma-even-easier,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,925FED98368CE6CAF26F527DAEA633069431E256126AA7B6D0C688B8D310989F
0A3Q,etale-cohomology-lemma-somewhat-easier,etale-cohomology.tex,15566,lemma,lemma-somewhat-easier,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,254A4C914739BB83AEAF47822C511340F4409777FF0FD9AE1A8822F2E93E608C
03SD,etale-cohomology-lemma-vanishing-easier,etale-cohomology.tex,15605,lemma,lemma-vanishing-easier,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,18AE7BD2F820A36776F5267178CF0C1DD432564CE40925791B0819D45D3CEA45
03SC,etale-cohomology-theorem-vanishing-affine-curves,etale-cohomology.tex,15656,theorem,theorem-vanishing-affine-curves,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,1AD87DA21D306E7C5BB76E6CCC4DA73FCB8EB8ED243A7149392F4243B3593ECC
03RT,etale-cohomology-theorem-vanishing-curves,etale-cohomology.tex,15740,theorem,theorem-vanishing-curves,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,CC179CEB0F8D7165B30D64648350BE50DFB8D567BDBE21CC0A59904FE821DF59
0A5E,etale-cohomology-lemma-base-change-dim-1-separably-closed,etale-cohomology.tex,15769,lemma,lemma-base-change-dim-1-separably-closed,Etale Cohomology,section-vanishing-torsion,Cohomology of torsion sheaves on curves,4CC132651928E59B72DD845D6B9A8145373C9869C4E079A74B5A91CB5D47832B
0GJB,etale-cohomology-section-vanishing-torsion-coefficients,etale-cohomology.tex,15809,section,section-vanishing-torsion-coefficients,Etale Cohomology,section-vanishing-torsion-coefficients,Cohomology of torsion modules on curves,5778FF92BF8EF80F9440AA7D9F12EB4076198D6D98E65C8B8C0AD379558DB58D
0GJC,etale-cohomology-lemma-constant-statements-coefficients,etale-cohomology.tex,15818,lemma,lemma-constant-statements-coefficients,Etale Cohomology,section-vanishing-torsion-coefficients,Cohomology of torsion modules on curves,74B95DF557A13C5A9F31185733F6CC9B0EC716F0902CDE66D255C583F10CD5EC
0GJD,etale-cohomology-lemma-finite-pushforward-coefficients,etale-cohomology.tex,15909,lemma,lemma-finite-pushforward-coefficients,Etale Cohomology,section-vanishing-torsion-coefficients,Cohomology of torsion modules on curves,713304F991F5764BDC67BFBE061D79288F927D1DB0A52D4FEFCC42301E2D7420
0GJE,etale-cohomology-lemma-restrict-to-open-coefficients,etale-cohomology.tex,15927,lemma,lemma-restrict-to-open-coefficients,Etale Cohomology,section-vanishing-torsion-coefficients,Cohomology of torsion modules on curves,78EE8B4EA578037161130DBCB9E8C8B4D851034EABBCC9938E654AF3FA5513A2
