id,work,item,unit_type,parent_id,title_en,summary_en,source_start,source_end,authority_sha256,source_file,source_line,topics
fac:II:3,FAC,fac:II:3,section,fac:II,3. Coherent algebraic sheaves on affine varieties,3. Coherent algebraic sheaves on affine varieties,components/040_II_3_42_affine_varieties.tex:6,components/040_II_3_42_affine_varieties.tex:6,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,6,affine;coherent;varieties
fac:II:3:no:42,FAC,42,numbered_paragraph,fac:II:3,42. Affine varieties.,42. Affine varieties.,components/040_II_3_42_affine_varieties.tex:10,components/040_II_3_42_affine_varieties.tex:10,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,10,affine;varieties
fac:II:3:no:42:def:affine-variety,FAC,42,definition,fac:II:3:no:42,fac II 3 no 42 def affine-variety,fac II 3 no 42 def affine-variety,components/040_II_3_42_affine_varieties.tex:12,components/040_II_3_42_affine_varieties.tex:12,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,12,affine;varieties
fac:II:3:no:42:def:affine-open-subset,FAC,42,definition,fac:II:3:no:42,fac II 3 no 42 def affine-open-subset,fac II 3 no 42 def affine-open-subset,components/040_II_3_42_affine_varieties.tex:15,components/040_II_3_42_affine_varieties.tex:15,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,15,affine;varieties
fac:II:3:no:42:prop:1,FAC,42,proposition,fac:II:3:no:42,extsc Proposition 1.,extsc Proposition 1.,components/040_II_3_42_affine_varieties.tex:18,components/040_II_3_42_affine_varieties.tex:18,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,18,affine;ext;varieties
fac:II:3:no:42:notation:V-f,FAC,42,numbered_paragraph,fac:II:3:no:42,fac II 3 no 42 notation V-f,fac II 3 no 42 notation V-f,components/040_II_3_42_affine_varieties.tex:25,components/040_II_3_42_affine_varieties.tex:25,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,25,affine;varieties
fac:II:3:no:42:prop:2,FAC,42,proposition,fac:II:3:no:42,extsc Proposition 2.,extsc Proposition 2.,components/040_II_3_42_affine_varieties.tex:28,components/040_II_3_42_affine_varieties.tex:28,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,28,affine;ext;varieties
fac:II:3:no:42:prop:3,FAC,42,proposition,fac:II:3:no:42,extsc Proposition 3.,extsc Proposition 3.,components/040_II_3_42_affine_varieties.tex:33,components/040_II_3_42_affine_varieties.tex:33,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,33,affine;ext;varieties
fac:II:3:no:42:thm:1,FAC,42,theorem,fac:II:3:no:42,extsc Theorem 1.,extsc Theorem 1.,components/040_II_3_42_affine_varieties.tex:38,components/040_II_3_42_affine_varieties.tex:38,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,38,affine;ext;varieties
fac:II:3:no:42:thm:1:cor,FAC,42,theorem,fac:II:3:no:42:thm:1,extsc Corollary.,extsc Corollary.,components/040_II_3_42_affine_varieties.tex:43,components/040_II_3_42_affine_varieties.tex:43,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/040_II_3_42_affine_varieties.tex,43,affine;ext;varieties
fac:II:3:no:43,FAC,43,numbered_paragraph,fac:II:3,43. Some preliminary properties of irreducible varieties.,43. Some preliminary properties of irreducible varieties.,components/041_II_3_43_preliminary_irreducible_varieties.tex:6,components/041_II_3_43_preliminary_irreducible_varieties.tex:6,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/041_II_3_43_preliminary_irreducible_varieties.tex,6,varieties
fac:II:3:no:43:prop:4,FAC,43,proposition,fac:II:3:no:43,extsc Proposition 4.,extsc Proposition 4.,components/041_II_3_43_preliminary_irreducible_varieties.tex:18,components/041_II_3_43_preliminary_irreducible_varieties.tex:18,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/041_II_3_43_preliminary_irreducible_varieties.tex,18,ext;varieties
fac:II:3:no:43:prop:5,FAC,43,proposition,fac:II:3:no:43,extsc Proposition 5.,extsc Proposition 5.,components/041_II_3_43_preliminary_irreducible_varieties.tex:33,components/041_II_3_43_preliminary_irreducible_varieties.tex:33,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/041_II_3_43_preliminary_irreducible_varieties.tex,33,ext;varieties
fac:II:3:no:43:prop:6,FAC,43,proposition,fac:II:3:no:43,extsc Proposition 6.,extsc Proposition 6.,components/041_II_3_43_preliminary_irreducible_varieties.tex:51,components/041_II_3_43_preliminary_irreducible_varieties.tex:51,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/041_II_3_43_preliminary_irreducible_varieties.tex,51,ext;varieties
fac:II:3:no:43:prop:6:item:a,FAC,43,proposition,fac:II:3:no:43:prop:6,fac II 3 no 43 prop 6 item a,fac II 3 no 43 prop 6 item a,components/041_II_3_43_preliminary_irreducible_varieties.tex:57,components/041_II_3_43_preliminary_irreducible_varieties.tex:57,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/041_II_3_43_preliminary_irreducible_varieties.tex,57,varieties
fac:II:3:no:43:prop:6:item:b,FAC,43,proposition,fac:II:3:no:43:prop:6,fac II 3 no 43 prop 6 item b,fac II 3 no 43 prop 6 item b,components/041_II_3_43_preliminary_irreducible_varieties.tex:58,components/041_II_3_43_preliminary_irreducible_varieties.tex:58,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/041_II_3_43_preliminary_irreducible_varieties.tex,58,varieties
fac:II:3:no:43:prop:6:item:c,FAC,43,proposition,fac:II:3:no:43:prop:6,fac II 3 no 43 prop 6 item c,fac II 3 no 43 prop 6 item c,components/041_II_3_43_preliminary_irreducible_varieties.tex:59,components/041_II_3_43_preliminary_irreducible_varieties.tex:59,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/041_II_3_43_preliminary_irreducible_varieties.tex,59,varieties
fac:II:3:no:43:prop:6:proof:denominator-clearing,FAC,43,proposition,fac:II:3:no:43:prop:6,fac II 3 no 43 prop 6 proof denominator-clearing,fac II 3 no 43 prop 6 proof denominator-clearing,components/041_II_3_43_preliminary_irreducible_varieties.tex:73,components/041_II_3_43_preliminary_irreducible_varieties.tex:73,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/041_II_3_43_preliminary_irreducible_varieties.tex,73,varieties
fac:II:3:no:44,FAC,44,numbered_paragraph,fac:II:3,44. Vanishing of certain cohomology groups.,44. Vanishing of certain cohomology groups.,components/042_II_3_44_vanishing_cohomology_groups.tex:7,components/042_II_3_44_vanishing_cohomology_groups.tex:7,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/042_II_3_44_vanishing_cohomology_groups.tex,7,cohomology;vanishing
fac:II:3:no:44:prop:7,FAC,44,proposition,fac:II:3:no:44,extsc Proposition 7.,extsc Proposition 7.,components/042_II_3_44_vanishing_cohomology_groups.tex:10,components/042_II_3_44_vanishing_cohomology_groups.tex:10,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/042_II_3_44_vanishing_cohomology_groups.tex,10,cohomology;ext;vanishing
fac:II:3:no:44:prop:7:cor:1,FAC,44,proposition,fac:II:3:no:44:prop:7,extsc Corollary 1.,extsc Corollary 1.,components/042_II_3_44_vanishing_cohomology_groups.tex:77,components/042_II_3_44_vanishing_cohomology_groups.tex:77,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/042_II_3_44_vanishing_cohomology_groups.tex,77,cohomology;ext;vanishing
fac:II:3:no:44:prop:7:cor:2,FAC,44,proposition,fac:II:3:no:44:prop:7,extsc Corollary 2.,extsc Corollary 2.,components/042_II_3_44_vanishing_cohomology_groups.tex:82,components/042_II_3_44_vanishing_cohomology_groups.tex:82,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/042_II_3_44_vanishing_cohomology_groups.tex,82,cohomology;ext;vanishing
fac:II:3:no:44:prop:7:cor:3,FAC,44,proposition,fac:II:3:no:44:prop:7,extsc Corollary 3.,extsc Corollary 3.,components/042_II_3_44_vanishing_cohomology_groups.tex:93,components/042_II_3_44_vanishing_cohomology_groups.tex:93,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/042_II_3_44_vanishing_cohomology_groups.tex,93,cohomology;ext;vanishing
fac:II:3:no:45,FAC,45,numbered_paragraph,fac:II:3,45. Sections of a coherent algebraic sheaf on an affine variety.,45. Sections of a coherent algebraic sheaf on an affine variety.,components/043_II_3_45_global_sections_affine_variety.tex:6,components/043_II_3_45_global_sections_affine_variety.tex:6,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/043_II_3_45_global_sections_affine_variety.tex,6,affine;coherent;sheaves;varieties
fac:II:3:no:45:thm:2,FAC,45,theorem,fac:II:3:no:45,extsc Theorem 2.,extsc Theorem 2.,components/043_II_3_45_global_sections_affine_variety.tex:9,components/043_II_3_45_global_sections_affine_variety.tex:9,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/043_II_3_45_global_sections_affine_variety.tex,9,affine;ext;varieties
fac:II:3:no:45:lemma:1,FAC,45,lemma,fac:II:3:no:45,extsc Lemma 1.,extsc Lemma 1.,components/043_II_3_45_global_sections_affine_variety.tex:22,components/043_II_3_45_global_sections_affine_variety.tex:22,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/043_II_3_45_global_sections_affine_variety.tex,22,affine;ext;varieties
fac:II:3:no:45:thm:2:cor:1,FAC,45,theorem,fac:II:3:no:45:thm:2,extsc Corollary 1.,extsc Corollary 1.,components/043_II_3_45_global_sections_affine_variety.tex:56,components/043_II_3_45_global_sections_affine_variety.tex:56,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/043_II_3_45_global_sections_affine_variety.tex,56,affine;ext;varieties
fac:II:3:no:45:thm:2:cor:2,FAC,45,theorem,fac:II:3:no:45:thm:2,extsc Corollary 2.,extsc Corollary 2.,components/043_II_3_45_global_sections_affine_variety.tex:65,components/043_II_3_45_global_sections_affine_variety.tex:65,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/043_II_3_45_global_sections_affine_variety.tex,65,affine;ext;varieties
fac:II:3:no:46,FAC,46,numbered_paragraph,fac:II:3,46. Cohomology groups of an affine variety with values in a coherent algebraic sheaf.,46. Cohomology groups of an affine variety with values in a coherent algebraic sheaf.,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex:6,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex:6,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex,6,affine;coherent;cohomology;sheaves;varieties
fac:II:3:no:46:thm:3,FAC,46,theorem,fac:II:3:no:46,extsc Theorem 3.,extsc Theorem 3.,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex:10,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex:10,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex,10,affine;coherent;cohomology;ext;sheaves
fac:II:3:no:46:thm:3:cor:1,FAC,46,theorem,fac:II:3:no:46:thm:3,extsc Corollary 1.,extsc Corollary 1.,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex:56,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex:56,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex,56,affine;coherent;cohomology;ext;sheaves
fac:II:3:no:46:thm:3:cor:2,FAC,46,theorem,fac:II:3:no:46:thm:3,extsc Corollary 2.,extsc Corollary 2.,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex:65,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex:65,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/044_II_3_46_affine_cohomology_coherent_sheaf.tex,65,affine;coherent;cohomology;ext;sheaves
fac:II:3:no:47,FAC,47,numbered_paragraph,fac:II:3,47. Coverings of algebraic varieties by affine open subsets.,47. Coverings of algebraic varieties by affine open subsets.,components/045_II_3_47_affine_open_coverings.tex:9,components/045_II_3_47_affine_open_coverings.tex:9,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/045_II_3_47_affine_open_coverings.tex,9,affine;cech;cohomology;varieties
fac:II:3:prop:8,FAC,fac:II:3:prop:8,proposition,fac:II:3,extsc Proposition 8.,extsc Proposition 8.,components/045_II_3_47_affine_open_coverings.tex:12,components/045_II_3_47_affine_open_coverings.tex:12,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/045_II_3_47_affine_open_coverings.tex,12,affine;cech;cohomology;ext
fac:II:3:thm:4,FAC,fac:II:3:thm:4,theorem,fac:II:3,extsc Theorem 4.,extsc Theorem 4.,components/045_II_3_47_affine_open_coverings.tex:32,components/045_II_3_47_affine_open_coverings.tex:32,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/045_II_3_47_affine_open_coverings.tex,32,affine;cech;cohomology;ext
fac:II:3:thm:5,FAC,fac:II:3:thm:5,theorem,fac:II:3,extsc Theorem 5.,extsc Theorem 5.,components/045_II_3_47_affine_open_coverings.tex:50,components/045_II_3_47_affine_open_coverings.tex:50,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/045_II_3_47_affine_open_coverings.tex,50,affine;cech;cohomology;ext
fac:II:3:thm:5:cor:1,FAC,fac:II:3:thm:5:cor:1,theorem,fac:II:3:thm:5,extsc Corollary 1.,extsc Corollary 1.,components/045_II_3_47_affine_open_coverings.tex:66,components/045_II_3_47_affine_open_coverings.tex:66,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/045_II_3_47_affine_open_coverings.tex,66,affine;cech;cohomology;ext
fac:II:3:thm:5:cor:2,FAC,fac:II:3:thm:5:cor:2,theorem,fac:II:3:thm:5,extsc Corollary 2.,extsc Corollary 2.,components/045_II_3_47_affine_open_coverings.tex:75,components/045_II_3_47_affine_open_coverings.tex:75,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/045_II_3_47_affine_open_coverings.tex,75,affine;cech;cohomology;ext
fac:II:4,FAC,fac:II:4,section,fac:II,§4. Correspondence between finitely generated modules and coherent algebraic sheaves,§4. Correspondence between finitely generated modules and coherent algebraic sheaves,components/046_II_4_48_sheaf_associated_to_module.tex:6,components/046_II_4_48_sheaf_associated_to_module.tex:6,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/046_II_4_48_sheaf_associated_to_module.tex,6,coherent;module-sheaf;sheaves
fac:II:4:no:48,FAC,48,numbered_paragraph,fac:II:4,48. Sheaf associated with a module.,48. Sheaf associated with a module.,components/046_II_4_48_sheaf_associated_to_module.tex:9,components/046_II_4_48_sheaf_associated_to_module.tex:9,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/046_II_4_48_sheaf_associated_to_module.tex,9,module-sheaf;sheaves
fac:II:4:no:48:def:coordinate-ring,FAC,48,definition,fac:II:4:no:48,fac II 4 no 48 def coordinate-ring,fac II 4 no 48 def coordinate-ring,components/046_II_4_48_sheaf_associated_to_module.tex:12,components/046_II_4_48_sheaf_associated_to_module.tex:12,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/046_II_4_48_sheaf_associated_to_module.tex,12,module-sheaf;sheaves
fac:II:4:no:48:construction:A-M,FAC,48,numbered_paragraph,fac:II:4:no:48,fac II 4 no 48 construction A-M,fac II 4 no 48 construction A-M,components/046_II_4_48_sheaf_associated_to_module.tex:27,components/046_II_4_48_sheaf_associated_to_module.tex:27,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/046_II_4_48_sheaf_associated_to_module.tex,27,module-sheaf;sheaves
fac:II:4:prop:1,FAC,fac:II:4:prop:1,proposition,fac:II:4,extsc Proposition 1.,extsc Proposition 1.,components/046_II_4_48_sheaf_associated_to_module.tex:43,components/046_II_4_48_sheaf_associated_to_module.tex:43,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/046_II_4_48_sheaf_associated_to_module.tex,43,ext;module-sheaf;sheaves
fac:II:4:lemma:1,FAC,fac:II:4:lemma:1,lemma,fac:II:4,extsc Lemma 1.,extsc Lemma 1.,components/046_II_4_48_sheaf_associated_to_module.tex:63,components/046_II_4_48_sheaf_associated_to_module.tex:63,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/046_II_4_48_sheaf_associated_to_module.tex,63,ext;module-sheaf;sheaves
fac:II:4:prop:2,FAC,fac:II:4:prop:2,proposition,fac:II:4,extsc Proposition 2.,extsc Proposition 2.,components/046_II_4_48_sheaf_associated_to_module.tex:91,components/046_II_4_48_sheaf_associated_to_module.tex:91,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/046_II_4_48_sheaf_associated_to_module.tex,91,ext;module-sheaf;sheaves
fac:II:4:prop:3,FAC,fac:II:4:prop:3,proposition,fac:II:4,extsc Proposition 3.,extsc Proposition 3.,components/046_II_4_48_sheaf_associated_to_module.tex:101,components/046_II_4_48_sheaf_associated_to_module.tex:101,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/046_II_4_48_sheaf_associated_to_module.tex,101,ext;module-sheaf;sheaves
fac:II:4:no:49,FAC,49,numbered_paragraph,fac:II:4,49. Module associated with an algebraic sheaf.,49. Module associated with an algebraic sheaf.,components/047_II_4_49_module_associated_to_sheaf.tex:7,components/047_II_4_49_module_associated_to_sheaf.tex:7,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,7,module-sheaf;sheaves
fac:II:4:no:49:def:global-sections-module,FAC,49,definition,fac:II:4:no:49,fac II 4 no 49 def global-sections-module,fac II 4 no 49 def global-sections-module,components/047_II_4_49_module_associated_to_sheaf.tex:9,components/047_II_4_49_module_associated_to_sheaf.tex:9,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,9,module-sheaf;sheaves
fac:II:4:thm:1,FAC,fac:II:4:thm:1,theorem,fac:II:4,extsc Theorem 1.,extsc Theorem 1.,components/047_II_4_49_module_associated_to_sheaf.tex:34,components/047_II_4_49_module_associated_to_sheaf.tex:34,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,34,ext;module-sheaf;sheaves
fac:II:4:thm:1:a,FAC,fac:II:4:thm:1:a,theorem,fac:II:4:thm:1,fac II 4 thm 1 a,fac II 4 thm 1 a,components/047_II_4_49_module_associated_to_sheaf.tex:36,components/047_II_4_49_module_associated_to_sheaf.tex:36,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,36,module-sheaf;sheaves
fac:II:4:thm:1:b,FAC,fac:II:4:thm:1:b,theorem,fac:II:4:thm:1,fac II 4 thm 1 b,fac II 4 thm 1 b,components/047_II_4_49_module_associated_to_sheaf.tex:40,components/047_II_4_49_module_associated_to_sheaf.tex:40,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,40,module-sheaf;sheaves
fac:II:4:thm:1:a:proof,FAC,fac:II:4:thm:1:a:proof,theorem,fac:II:4:thm:1:a,fac II 4 thm 1 a proof,fac II 4 thm 1 a proof,components/047_II_4_49_module_associated_to_sheaf.tex:45,components/047_II_4_49_module_associated_to_sheaf.tex:45,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,45,module-sheaf;sheaves
fac:II:4:diagram:1,FAC,fac:II:4:diagram:1,diagram,fac:II:4,fac II 4 diagram 1,fac II 4 diagram 1,components/047_II_4_49_module_associated_to_sheaf.tex:72,components/047_II_4_49_module_associated_to_sheaf.tex:72,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,72,module-sheaf;sheaves
fac:II:4:no:49:remark:1,FAC,49,remark,fac:II:4:no:49,extsc Remarks.,extsc Remarks.,components/047_II_4_49_module_associated_to_sheaf.tex:107,components/047_II_4_49_module_associated_to_sheaf.tex:107,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,107,ext;module-sheaf;sheaves
fac:II:4:no:49:remark:2,FAC,49,remark,fac:II:4:no:49,fac II 4 no 49 remark 2,fac II 4 no 49 remark 2,components/047_II_4_49_module_associated_to_sheaf.tex:111,components/047_II_4_49_module_associated_to_sheaf.tex:111,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/047_II_4_49_module_associated_to_sheaf.tex,111,module-sheaf;sheaves
fac:II:4:no:50,FAC,50,numbered_paragraph,fac:II:4,50. Projective modules and fiber spaces with vector-space fiber.,50. Projective modules and fiber spaces with vector-space fiber.,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:8,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:8,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,8,projective
fac:II:4:no:50:def:projective-module,FAC,50,definition,fac:II:4:no:50,fac II 4 no 50 def projective-module,fac II 4 no 50 def projective-module,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:10,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:10,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,10,projective
fac:II:4:prop:4,FAC,fac:II:4:prop:4,proposition,fac:II:4,extsc Proposition 4.,extsc Proposition 4.,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:14,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:14,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,14,ext;projective
fac:II:4:prop:4:formula:projective-dimension,FAC,fac:II:4:prop:4:formula:projective-dimension,proposition,fac:II:4:prop:4,fac II 4 prop 4 formula projective-dimension,fac II 4 prop 4 formula projective-dimension,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:26,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:26,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,26,projective
fac:II:4:no:50:cor,FAC,50,corollary,fac:II:4:no:50,extsc Corollary.,extsc Corollary.,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:41,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:41,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,41,ext;projective
fac:II:4:no:50:cor:i,FAC,50,corollary,fac:II:4:no:50:cor,fac II 4 no 50 cor i,fac II 4 no 50 cor i,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:46,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:46,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,46,projective
fac:II:4:no:50:cor:ii,FAC,50,corollary,fac:II:4:no:50:cor,fac II 4 no 50 cor ii,fac II 4 no 50 cor ii,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:49,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:49,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,49,projective
fac:II:4:no:50:cor:iii,FAC,50,corollary,fac:II:4:no:50:cor,fac II 4 no 50 cor iii,fac II 4 no 50 cor iii,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:53,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:53,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,53,projective
fac:II:4:no:50:correspondence,FAC,50,numbered_paragraph,fac:II:4:no:50,fac II 4 no 50 correspondence,fac II 4 no 50 correspondence,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:57,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:57,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,57,projective
fac:II:4:no:50:historical-question,FAC,50,numbered_paragraph,fac:II:4:no:50,fac II 4 no 50 historical-question,fac II 4 no 50 historical-question,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:65,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex:65,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,65,projective
fac:III,FAC,fac:III,chapter,fac,Chapter III. Coherent Algebraic Sheaves on Projective Varieties,Chapter III. Coherent Algebraic Sheaves on Projective Varieties,components/049_III_1_51_projective_space_notation.tex:9,components/049_III_1_51_projective_space_notation.tex:9,B8C6508249308F5D8BC886B9E6360F1EC4FDC8F0F18EFAA03EE0E36B591551CA,components/049_III_1_51_projective_space_notation.tex,9,coherent;ext;projective;varieties
