qa_id,item_id,item_kind,source_unit,a_record,a_pdf_sha256,a_pdf_bytes,a_page1,a_box_pt,a_file,a_bytes,a_sha256,a_dpi,f_record,f_pdf_sha256,f_pdf_bytes,f_page1,f_box_pt,f_file,f_bytes,f_sha256,f_dpi,e_record,e_pdf_sha256,e_pdf_bytes,e_page1,e_box_pt,e_file,e_bytes,e_sha256,e_dpi,profile,mask,signature,difference,status,decision_id,supersedes
V000022,ega:I.5.3.7:diagram:xymatrix:1,diagram,ega:I.5.3.7:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,132,252;201;86;76,qa/a/v000022.png,50469,0323182ABD5460F13672B1D01CB32CA5D35F14822B2DCD1149C824309E5ECAA6,5000,sealed:B37AD/EGA_FR.pdf,8A89494F17D1569D206C7D6456D85E922D61F6E6B0E62F8042AABA23F5358F66,2004722,90,250;598;96;62,qa/f/v000022.png,368821,6633F33E343F2CAC38E9CB3A59CB825F692A930DD2B685AB6CE8324C745A77B8,5000,sealed:B234/EGA_English_Global_0_IV.pdf,86AC6590F07E0E36B24EE5D4A4125FAF0E191EF968AD4B87254A9C4EEEF5A42A,14590653,323,262;110;92;66,qa/e/v000022.png,186616,AD9AB9A2FB18ED9DCACCEF566A6C27455C5DE2318B8EE61A8CA1CD5183D3361B,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,"X->Xx_S_Y[(1_X,f)_S];X->Y[f];Xx_S_Y->Yx_S_Y[f_x_S_1_Y];Y->Yx_S_Y[Delta_Y];label-sides=top-above|left-left|right-right|bottom-below;geometry=commutative-square;ordinary;no-hooks;no-equalities;no-other-edges",none,certified,D000223,
V000023,ega:I.5.3.15:diagram:xymatrix:1,diagram,ega:I.5.3.15,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,133,84;422;246;72,qa/a/v000023.png,175204,C40BEDBE8155B853E339A9A89EDA5890C97DF4D883F34DA0B775AB400FB514A5,5000,sealed:B37AGR/EGA_FR.pdf,AB17E65FB638E16B9CD95A9F71A55BD2E514C5545A00A8851EBCD5715B10B46C,2004670,91,253;516;282;66,qa/f/v000023.png,228800,B089DF953ABDCE109C6C624D5A2749A69E8FBB13E75B7AAD01F82857176C74D2,5000,sealed:B237R/EGA_English_Global_0_IV.pdf,75F8BFBDF127DC5ACBEBEA7C2650F1DA600DE0BBD68266420E9E372E042FFEB6,14593431,324,87;318;260;70,qa/e/v000023.png,254059,87260CFBBBD164D6387248E2084306461FE09823380664AB302BC54B19F7FB01,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,X->Xx_S_X[Delta_X];X->Y[f];Xx_S_X->Yx_S_Y[f_x_S_f];Y->Yx_S_Y[Delta_Y];label-sides=top-above|left-left|right-right|bottom-below;geometry=commutative-square;ordinary;no-hooks;no-equalities;no-other-edges,french-equation-number-right-only,certified,D000240,
V000024,ega:I.5.3.17:diagram:xymatrix:1,diagram,ega:I.5.3.17,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,134,230;174;124;60,qa/a/v000024.png,114990,49D4CEAF96B97C32F9AF16C76787AD218C28E568C9E919C3BA9C9DAB4E28088D,5000,sealed:B37AGR/EGA_FR.pdf,AB17E65FB638E16B9CD95A9F71A55BD2E514C5545A00A8851EBCD5715B10B46C,2004670,92,233;90;129;68,qa/f/v000024.png,219190,D6CC52CFB3A3AAB5D2C2F88832269A06A90DCC5CA46AE9A93A3805DE277B90AF,5000,sealed:B237R/EGA_English_Global_0_IV.pdf,75F8BFBDF127DC5ACBEBEA7C2650F1DA600DE0BBD68266420E9E372E042FFEB6,14593431,324,240;640;131;68,qa/e/v000024.png,215713,74D54F7AFB43C17BCAFD9BB99FBE211682CC1545C815C7C9BFC38246AD464F0F,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,Spec(k(y))->Spec(k(x))[g_i];Spec(k(y))->Y;Spec(k(x))->X;Y->X[f_i];label-sides=top-above|bottom-below;geometry=commutative-square;ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000240,
V000025,ega:I.5.3.17:diagram:xymatrix:2,diagram,ega:I.5.3.17,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,134,192;255;200;58,qa/a/v000025.png,186909,B3B852864A708E3BADF402BB47AD6D098BC537F7C6343363CE1BA1261227700A,5000,sealed:B37AGR/EGA_FR.pdf,AB17E65FB638E16B9CD95A9F71A55BD2E514C5545A00A8851EBCD5715B10B46C,2004670,92,186;176;223;68,qa/f/v000025.png,348359,BFFF9E29E338FC79ADBCE80912CAD2CF3D3A811DAF4244C57F8A48D7D5F26B39,5000,sealed:B237R/EGA_English_Global_0_IV.pdf,75F8BFBDF127DC5ACBEBEA7C2650F1DA600DE0BBD68266420E9E372E042FFEB6,14593431,325,193;69;226;70,qa/e/v000025.png,346039,F1494F2DA26C99627A441C764CB7E9CF028B689C3AA7E9CAC6112886CBA9AD8C,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,"Spec(k(y))->Spec(k(x))x_SSpec(k(x))[(g_1,g_2)_S];Spec(k(y))->Y;Spec(k(x))x_SSpec(k(x))->Xx_SX;Y->Xx_SX[(f_1,f_2)_S];label-sides=top-above|bottom-below;geometry=commutative-square;ordinary;no-hooks;no-equalities;no-other-edges",none,certified,D000240,
V000026,ega:I.3.3.2:diagram:xymatrix:1,diagram,ega:I.3.3.2:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,107,220.0032;378.8784;170.0064;53.1216,qa/a/v000026.png,145924,A4E85525A68D732901144C1C79CA331782F4391A91378E58979777281E37A5E3,5000,sealed:B37AGR/EGA_FR.pdf,AB17E65FB638E16B9CD95A9F71A55BD2E514C5545A00A8851EBCD5715B10B46C,2004670,74,213.0048;231.9984;171.9936;63.9936,qa/f/v000026.png,451420,47078119B6257926E195E7D3BEECB01B3219F705888F8140109DBC98D36897A8,5000,sealed:B237R/EGA_English_Global_0_IV.pdf,75F8BFBDF127DC5ACBEBEA7C2650F1DA600DE0BBD68266420E9E372E042FFEB6,14593431,303,222.0048;162;170.0064;65.0016,qa/e/v000026.png,514759,C8EE514FDFC948D721FEF5BD577C0709C362B9F92F4001E10DD315A40F2A9753,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,XxY->X'xY[f_x_1];X'xY->X''xY[f'_x_1];XxY->X;X'xY->X';X''xY->X'';X->X'[f];X'->X''[f'];label-sides=top-left-above|top-right-above|bottom-left-below|bottom-right-below;ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000241,V000006
V000027,ega:I.3.3.9:diagram:xymatrix:1,diagram,ega:I.3.3.9:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,108,251;580;104;67,qa/a/v000027.png,251951,FEB49A5E3E1821F6000F4300BDB6279F27982C1C27BAAEBE7AAE298E4FE67C27,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,75,228.4848;182.4048;144;76.7952,qa/f/v000027.png,407228,3AC6EE495DD99E4C23177295382CD58CF9811688488BC74000D94DC18CEDA748,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,304,232.8048;208.8;153.6048;81.6048,qa/e/v000027.png,445513,184C73331F676B71E02B23624DA1D492E4BA815CD3659F476CF85FB915D1C15E,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,X_phi->X[p];X_phi_phi'->X_phi[p'];X->S[pi];X_phi->S'[pi'];X_phi_phi'->S''[pi''];S'->S[phi];S''->S'[phi'];label-sides=top-left-above|top-right-above|vertical-left-left|vertical-middle-left|vertical-right-left|bottom-left-below|bottom-right-below;geometry=two-by-three-grid;ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000246,V000008
V000028,ega:I.3.3.11:diagram:xymatrix:1,diagram,ega:I.3.3.11:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,109,247;457;91;68,qa/a/v000028.png,201719,7568F8C0B834C82649E120B885D88E62E8EA64CFA80C1D45760006BC3091918A,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,75,238;600;118;63,qa/f/v000028.png,387230,0B343DCAD380F71E140DA021B904957A64197B01FE537D16DB18A48E34735E17,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,304,245;645;122;77,qa/e/v000028.png,414929,4FC7E14B17D46AD7376AE31EB94795CCE60FDB5BD2B1D62A88F8548BBB9CFB06,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,X_S'->Y_S'[f_S'];Y_S'->S'[psi_S'];X_S'->X;Y_S'->Y;S'->S;X->Y[f];Y->S[psi];ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000246,V000009
V000029,ega:I.3.4.3:diagram:xymatrix:1,diagram,ega:I.3.4.3:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,111,256;383;82;63,qa/a/v000029.png,208232,53587B0FE85BE1297343D373DB6269C41C95DF10769C5A2000FE2420D27A0BA9,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,77,249;87;97;62,qa/f/v000029.png,377918,76384FE031AACFE8AD95893015AEC8D26741AE8CB67645714686F02A3BE71519,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,306,255;449;101;76,qa/e/v000029.png,391158,E08B9026888BA2626EF99F7D2C41CB55631B5593DCC8982A239A2A2FF056F48E,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,W(T)_S->X(T)_S[r'];W(T)_S->Y(T)_S[s'];X(T)_S->Z(T)_S[phi'];Y(T)_S->Z(T)_S[psi'];ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000246,V000010
V000030,ega:I.3.4.8:diagram:xymatrix:1,diagram,ega:I.3.4.8:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,113,259;107;67;62,qa/a/v000030.png,149595,30053BB6CD964154753D68D728B0A2E94D1A6DBE7BF77E2C8372A24B73AC7474,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,78,258;88;79;60,qa/f/v000030.png,286627,66D3830DA5E18DD1ABDD9A7129034CAC999EE6B660CE9F573518BC2E458647F9,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,307,265;561;82;74,qa/e/v000030.png,310557,3F94ECB81A54A73D8B8F40610E0850F56076BA62282D1F55FB7C435810632323,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,X_S'->X[p];X->Y[f];X_S'->Y_S'[f_S'];Y_S'->Y[q];ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000246,V000011
V000031,ega:I.3.5.3:diagram:xymatrix:1,diagram,ega:I.3.5.3:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,114,265;298;70;42,qa/a/v000031.png,135836,A28C51E5DFED854E5FDF472B16804CA959539258D2CD4C2D7D2D2B36D864C418,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,79,254;77;87;53,qa/f/v000031.png,343451,26CB0AAFA5BBE853D1E68BF3C5AA5302AA91C49656432C8E4DF5A604C48A06C1,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,308,260;575;93;67,qa/e/v000031.png,365977,4D7B6C0CC1B1FBC88D9E331EBCFEE9D50D0B31126191E810871E7EB4A92EE0C4,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,Spec(K')->X;X->Y[f];Spec(K')->Spec(K);Spec(K)->Y;ordinary;no-hooks;no-equalities;no-other-edges,english-trailing-period-only,certified,D000246,V000012
V000032,ega:I.3.5.5:diagram:xymatrix:1,diagram,ega:I.3.5.5:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,114,263;582;79;62,qa/a/v000032.png,188456,AC6D6F92B779575E80A5A335438F4266C2BD6EFC0647032EAA0BE1D224BE431C,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,79,251;315;92;60,qa/f/v000032.png,352189,97509E403EA74CE9E4231733ACED00D01B68E71B47E4C12732EA962A9757320E,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,309,259;214;94;68.5,qa/e/v000032.png,368178,174F070A92C3EFAD78E9CBBC50EE3B4DA97CC7FB9B64EF9F6531BF8AFB074AA3,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,X(K)->Y(K)[alpha];X(K)->X(K')[phi];Y(K)->Y(K')[phi'];X(K')->Y(K')[alpha'];ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000246,V000013
V000033,ega:I.3.5.10:diagram:xymatrix:1,diagram,ega:I.3.5.10:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,116,255;82;77;45,qa/a/v000033.png,151034,AEE935E2A3198E6E7B3D1CC5926533E5BC3DCA98246927C8E9837A726342BBC6,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,80,251;154;92;54,qa/f/v000033.png,283977,DD17FCBC58F2229C0CD57B1B8EFA5FE546C718520EA100ECA7BC64523E7A0384,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,310,259;151;94;66,qa/e/v000033.png,298694,45718327E8BADD27A4759224CFA8B83201A6A8B030A8B05E347FEADC0A877F3B,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,X'(K)->Y'(K);X'(K)->X(K);Y'(K)->Y(K);X(K)->Y(K);ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000246,V000014
V000034,ega:I.4.2.2:diagram:xymatrix:1,diagram,ega:I.4.2.2:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,122,238;178;128;72,qa/a/v000034.png,177353,4F7AF7FC771985F3553AE1B310FB7883CCD9BC791B05084961662CE9A0E1444F,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,84,231;198;162;73,qa/f/v000034.png,674605,8A654A07ED3FD233B87BDEB2E119D86C685B709B9F0C09FD6CF2F905CB46972A,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,314,226;603;159;77,qa/e/v000034.png,710377,45A25429C38CD334723FFB7B94C3D9E5F21E94D5153A378DCDCA769E3DA368C1,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,O_psi(y)->(psi_*(O_Y))_psi(y)[theta_psi(y)];O_psi(y)->(psi^*(O_X))_y[psi_y o rho_psi(y)];(psi_*(O_Y))_psi(y)->O_y[psi_y];(psi^*(O_X))_y->O_y[theta_y#];ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000246,V000015
V000035,ega:I.5.1.5:diagram:xymatrix:1,diagram,ega:I.5.1.5:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,128,258;214;76;64,qa/a/v000035.png,70951,3D02B9E2715A27839087DADA68051F739B121203D6C858119FE62F582F683423,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,88,254;126;84;68,qa/f/v000035.png,249124,2C7ADF7E5E5AB540D6B0B3A0A46BD8E676BEF4DB4B7490913C06D07C33553B5F,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,319,258;682;96;67,qa/e/v000035.png,265475,F9D99464164B6558461D9BAD6F5C6D379AF1AB7A239FDEACE0A701127D72BEEB,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,X_red->Y_red[f_red];X_red->X;Y_red->Y;X->Y[f];label-sides=top-above|bottom-below;geometry=commutative-square;ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000247,V000016
V000036,ega:I.5.1.9:mathblock:1,mathblock,ega:I.5.1.9,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,129,176;158;226;21,qa/a/v000036.png,34842,14D385867D9FC55965A61C9F1140CCF874598B05062CFACDE25EBFB7622F6850,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,88,175;556;245;19,qa/f/v000036.png,288827,2585B80386C2382E2DD71ADFEDEEEE92A3C8279B9104ED882DE4584E060DAC3C,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,320,228;503;156;37,qa/e/v000036.png,384935,6D25C822B94B50442E67850CBA5F7888277EBF5C79379A786864E64CC373F73C,5000,mathblock-v1,terms|order|arrows|zeros|operators|primes|bars|subscripts|spacing|line_isolation,A=Gamma(X;O_X);A_0=Gamma(X_0;O_X0)=Gamma(X;O_X/J);same-terms-order;no-arrows;no-other-terms,english-I-for-J-plus-two-line-reflow-and-edition-trailing-period,certified,D000246,V000017
V000037,ega:I.5.1.9.1:mathblock:1,mathblock,ega:I.5.1.9.1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,129,82;211;312;18,qa/a/v000037.png,39612,C2AF879B1B108C53499CD79F9679C70AE01965FF836BB7F7110D8047BECDBF4E,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,88,187;607;350;19,qa/f/v000037.png,318234,CC27A0FFEBF77D938DEEAF69270F3967FE5E57DF7A561259085A05999303CAFD,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,320,85;568;342;20,qa/e/v000037.png,365943,CF19AE3356442B1C6495F1FC4B5DA24F0BDC912B749FF33BFE35CB4839236AB7,5000,mathblock-v1,terms|order|arrows|zeros|operators|primes|bars|subscripts|spacing|line_isolation,0->Gamma(X;J)->Gamma(X;O_X)->Gamma(X;O_X/J)->0;exact;ordinary-arrows;no-other-terms,english-I-for-J-and-french-equation-number-right,certified,D000246,V000018
V000038,ega:I.5.1.9:diagram:xymatrix:1,diagram,ega:I.5.1.9:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,129,226;352;124;48,qa/a/v000038.png,45716,B85FF19FB6CD04EA8965F60494AF408AA7B86947A66E2DFF207232E8696C3AE9,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,88,228;724;139;62,qa/f/v000038.png,439584,6418D14CAD2D6D57F503C6EB6B41B1FDD113027DDA8F00436B1366A73743AB6E,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,320,236;680;141;65,qa/e/v000038.png,455800,40BC3720A2AF96339E410D009A5900646CFD04B89551CCB703D3E4FAC57BEBA6,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,A->Gamma(V;O_X|V);A->A_0=A/K;Gamma(V;O_X|V)->Gamma(V;O_X0|V);A_0=A/K->Gamma(V;O_X0|V);ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000246,V000019
V000039,ega:I.5.1.9:diagram:xymatrix:2,diagram,ega:I.5.1.9:diagram:xymatrix:2,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,129,258;421;70;69,qa/a/v000039.png,40216,7A3C96C07CE14F53AF165E299FB371C1854A2213263FBBA7A2C075E888C76CFE,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,89,263;83;69;64,qa/f/v000039.png,228203,55049DCA0ABAF4D83643908EFC190B28F926ED4FB78F43C2BE311DF1267A1172,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,321,273;68;66;67,qa/e/v000039.png,231115,570F142D457F79097FA899C623E723D0B74E4A3697A3E3E3898DB18C52EB031D,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,X->X_prime[f];X0_prime->X_prime[j_prime];X0->X[j];X0->X0_prime[f_0];label-sides=top-above|left-left|right-right|bottom-below;geometry=commutative-square;ordinary;no-hooks;no-equalities;no-other-edges,none,certified,D000248,V000020
V000040,ega:I.5.3.5:diagram:xymatrix:1,diagram,ega:I.5.3.5:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,131,86;574;260;70,qa/a/v000040.png,193908,F9FBC50489D3BFC589E5B4E45F446116130E9BC325D51D46EA7DB38645CD51D9,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,90,240;410;299;65,qa/f/v000040.png,583789,E400DB35841D3C772C7E3AF0B3F85381A0FDB7FD2A51A8ECDFFF8897EBC7BD29,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,322,86;575;275;65,qa/e/v000040.png,607856,92CA7ED36FCBDC21E2717E9CD7FFFC1C6A2891EA2205ECEE9B02F645E2A59C98,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,"Xx_S_Y->Xx_T_Y[(p,q)_T];Xx_S_Y->S[pi];Xx_T_Y->Sx_T_S[f_x_T_g];S->Sx_T_S[Delta_{S|T}];label-sides=top-above|left-left|right-right|bottom-below;geometry=commutative-square;ordinary;no-hooks;no-equalities;no-other-edges",french-equation-number-right-only,certified,D000249,V000021
V000041,ega:I.5.3.7:diagram:xymatrix:1,diagram,ega:I.5.3.7:diagram:xymatrix:1,NUMDAM:EGA_I_PMIHES_1960_4.pdf,9ABA23020217535977E279BDD06A0413F48DA703086865BA4C00766C85DF4AE6,31680717,132,252;201;86;76,qa/a/v000041.png,50469,0323182ABD5460F13672B1D01CB32CA5D35F14822B2DCD1149C824309E5ECAA6,5000,sealed:B37AJ/EGA_FR.pdf,E41CDDAAA89E35AB794F6CBAC236F5D5522819CAE049FB4DCB910E979D98B77B,2004661,90,250;598;96;62,qa/f/v000041.png,344998,6BA38297E8F19016EE1A1C0C7E87BE31E7DD5EBE72FA79B9582DC0C292DA915E,5000,sealed:B239/EGA_English_Global_0_IV.pdf,478379E297F5BA0B4A3726517944C4343944109CDCC122BF8265532330C119F3,14593439,323,262;110;92;66,qa/e/v000041.png,343828,9D0B37B0B57D55C5325F2050A249E22D5D3B8718BDCD65BE810754FF9B758634,5000,diagram-v1,objects|edges|nonedges|directions|arrow_styles|hooks|equalities|labels|primes|bars|subscripts|geometry|label_sides,"X->Xx_S_Y[(1_X,f)_S];X->Y[f];Xx_S_Y->Yx_S_Y[f_x_S_1_Y];Y->Yx_S_Y[Delta_Y];label-sides=top-above|left-left|right-right|bottom-below;geometry=commutative-square;ordinary;no-hooks;no-equalities;no-other-edges",none,certified,D000246,V000022
