id,work,item,unit_type,parent_id,title_en,summary_en,source_start,source_end,authority_sha256,source_file,source_line,topics
tohoku:criterion:local-H1-two-components,Tohoku,178,criterion,tohoku:section:3.8,"Now Y'=Y V is an open subspace of Y=Y 1 Y 2 , and therefore has 0, 1, or 2 connected components. The last case occurs exactly when V meets both Y 1 and Y 2 without meeting their intersection. Thus H 1(V, Z C Y )=0 except in this last case.",src/targets.csv + exact aligned layer segments,178,178,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,255,
tohoku:criterion:stalk-ext-limit-transfer,Tohoku,193,criterion,tohoku:section:4.3,"It follows that whenever, in one of these spectral sequences, the direct-limit sign can be moved past H(U,A) in each component of the initial term, the formula Ext O p( M,A)(x)= Ext O p(M,A(x)) holds. Its validity was previously assured only when M admits a pr",src/targets.csv + exact aligned layer segments,193,193,8D632A04EE0FA987B40B721BEE6E64BB3E641D6A1CE02335556213F1564C9A53,sem/r18/nodes.csv,256,ext;limits;spectral-sequence
tohoku:def:adapted-antifilters,Tohoku,172,definition,tohoku:section:3.7,"(The families and are said to be adapted (relative to f ) if = ' . This is the case, for example, if and consist of all closed subsets of X and Y , respectively.)",src/targets.csv + exact aligned layer segments,172,172,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,257,
tohoku:def:additive-diagram-relations:p1,Tohoku,130,definition,tohoku:section:1.6,"We must also consider other types of commutation for diagrams, whose nature varies with the categories under consideration. What follows seems to cover the most important cases. For every (i,j) I I , choose a set R ij of formal integral linear combinations of ",src/targets.csv + exact aligned layer segments,130,130,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,258,
tohoku:def:additive-diagram-relations:p2,Tohoku,131,definition,tohoku:section:1.6,"R ij , we shall say that D is R -commutative if every D(L) , L R , is zero. A pair (S,R)= , consisting of a diagram scheme and a set R as above, will be called a diagram scheme with commutation relations . For every additive category C , we may then consider t",src/targets.csv + exact aligned layer segments,131,131,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,259,additive
tohoku:def:adjoint-obstruction-class,Tohoku,165,definition,tohoku:section:3.4,"a class d(E) H 1 (X, 1( ad (E)) ), where ad (E) denotes the vector bundle (with fiber V ) ``adjoint'' to E , and 1( ad (E)) is the sheaf of germs of holomorphic differential 1 -forms with values in ad (E) .",src/targets.csv + exact aligned layer segments,165,165,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,260,
tohoku:def:associated-graded,Tohoku,145,definition,tohoku:section:2.4,"The associated graded object of a filtered object A is the family G n(A)=F n(A)/F n+1 (A) , denoted G(A) These definitions are not self-dual. Duality is restored by associating to every decreasing filtration of A by F n(A) the associated decreasing cofiltratio",src/targets.csv + exact aligned layer segments,145,145,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,261,
tohoku:def:canonical-diagram-extension,Tohoku,131,definition,tohoku:section:1.6,"Let C,C' be two additive categories and let be a diagram scheme with commutation relations. For every functor F from C to C' , one defines in the evident way the functor F from C to C' , called the canonical extension of F to diagrams . Formally, F behaves fun",src/targets.csv + exact aligned layer segments,131,131,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,262,additive;ext
tohoku:def:cech-cohomology,Tohoku,174,definition,tohoku:section:3.8,"We denote these groups by H p(X,F) , to distinguish them from the groups H p(X,F) defined in No. 2. (For simplicity, we shall consider no ``family '' other than the family of all closed subsets.) We note, however, that these groups can be defined when F is ass",src/targets.csv + exact aligned layer segments,174,174,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,263,cech
tohoku:def:cogenerator-family,Tohoku,135,definition,tohoku:section:1.9,"We leave to the reader the task of developing the dual notion of a family of cogenerators of an abelian category. One can show that if C is an abelian category satisfying axiom AB 5) (cf. 1.5), then the existence of a generator implies the existence of a cogen",src/targets.csv + exact aligned layer segments,135,135,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,264,abelian;grothendieck-category;injectives
tohoku:def:cohomological-dimension,Tohoku,170,definition,tohoku:section:3.6,"We say that a space X has cohomological dimension n if H i(X,F)=0 for i>n and every sheaf of abelian groups F on X . Combining Propositions 3.6.1 and 3.6.3 gives the following result.",src/targets.csv + exact aligned layer segments,170,170,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,265,
tohoku:def:cohomological-spectral-sequence,Tohoku,145,definition,tohoku:section:2.4,"A spectral sequence is cohomological if E r p,q =0 for p<0 and for q<0 . Then E r p,q =E p,q once r> Sup (p,q+1) , E n=0 for n<0 , F m(E n)=0 if m>n , and F m(E n)=E n if m 0 .",src/targets.csv + exact aligned layer segments,145,145,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,266,spectral-sequence
tohoku:def:cohomology-presheaf,Tohoku,175,definition,tohoku:section:3.8,"Let H q(F) denote the presheaf on X whose value on an open subset V is H q(V,F) . Then",src/targets.csv + exact aligned layer segments,175,175,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,267,
tohoku:def:cohomology-with-supports,Tohoku,157,definition,tohoku:section:3.2,"The functor from C X to abelian groups is visibly left exact. We must therefore consider its right derived functors, equivalently its right satellites; see 2.3. They exist by the corollary to Proposition 3.1.1. Denote them by H p (X,F) , where p is any integer",src/targets.csv + exact aligned layer segments,157,157,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,268,derived-functor;support
tohoku:def:combinatorial-dimension,Tohoku,170,definition,tohoku:section:3.6,We now come to the essential result of this section. A Zariski space X is said to have combinatorial dimension n if every strictly decreasing sequence of irreducible closed subsets has at most n+1 members. Then:,src/targets.csv + exact aligned layer segments,170,170,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,269,
tohoku:def:commutation-relations,Tohoku,130,definition,tohoku:section:1.6,"More generally, let R be a set consisting of pairs ( , ') of composite arrows having the same origins and the same endpoints, together with composite arrows whose origin equals their endpoint. We consider the subcategory C S,R of C S consisting of diagrams tha",src/targets.csv + exact aligned layer segments,130,130,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,270,
tohoku:def:commutative-diagram,Tohoku,130,definition,tohoku:section:1.6,"If D is a diagram with scheme S , then for every composite arrow =( 1, , k) in S we define D( )=D( k) D( 1) ; this is a morphism from D(i) to D(j) if i and j are respectively the origin and endpoint of . The diagram D is said to be commutative if D( )=D( ') wh",src/targets.csv + exact aligned layer segments,130,130,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,271,
tohoku:def:complete-subcategory,Tohoku,138,definition,tohoku:section:1.11,"Suppose that C is an abelian category. We call C' a full subcategory if (i) for A,B C' one has Hom C' (A,B)= Hom C(A,B) ; and (ii) if, in an exact sequence A B C D E , the four outer terms lie in C' , then the middle term C also lies in C' . By (i), C' is comp",src/targets.csv + exact aligned layer segments,138,138,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,272,abelian
tohoku:def:composite-arrow,Tohoku,130,definition,tohoku:section:1.6,"A composite arrow with origin i and endpoint j is, by definition, a nonempty finite sequence of arrows of the diagram, the origin of the first being i , the endpoint of each being the origin of the next, and the endpoint of the last being j .",src/targets.csv + exact aligned layer segments,130,130,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,273,
tohoku:def:cover-cohomology,Tohoku,174,definition,tohoku:section:3.8,"H p( U,F)=H p(C( U,F)), then take",src/targets.csv + exact aligned layer segments,174,174,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,274,
tohoku:def:dE-obstruction,Tohoku,164,definition,tohoku:section:3.4,"We may consider its class c (A( ) E ) H 1 (X,A( ) E ), which we also denote by d(E) . Its vanishing is necessary and sufficient for A( ) E to have a section. The monomorphism P/G A induced by u is compatible with the actions of P , acting canonically on P/G an",src/targets.csv + exact aligned layer segments,164,164,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,275,
tohoku:def:delta-functor-morphism,Tohoku,140,definition,tohoku:section:2.1,"Given two -functors T and T' defined in the same degrees, a morphism , or natural transformation, from T to T' is a system f=(f i) of natural transformations f i:T i T' i satisfying the natural compatibility condition with : for every exact sequence 0 A' A A''",src/targets.csv + exact aligned layer segments,140,140,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,276,delta-functor
tohoku:def:delta-functor:p1,Tohoku,139,definition,tohoku:section:2.1,"Let C be an abelian category and C' an additive category, and let a and b be two integers, possibly equal to + or - , such that a+1<b . A covariant -functor from C to C' in degrees a<i<b is a system T=(T i) of additive covariant functors from C to C' , one for",src/targets.csv + exact aligned layer segments,139,139,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,277,abelian;additive;delta-functor
tohoku:def:delta-star-and-variance,Tohoku,140,definition,tohoku:section:2.1,"The definition of a covariant * -functor is analogous, the only difference being that the operator lowers degree by one instead of raising it. The definitions of contravariant -functors and * -functors are likewise analogous: the T i are then contravariant add",src/targets.csv + exact aligned layer segments,140,140,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,278,
tohoku:def:diagram-category,Tohoku,130,definition,tohoku:section:1.6,"If C is a category, a diagram in C with scheme S is a function D that assigns to every i I an object D(i) C , and to every arrow with origin i and endpoint j a morphism D( ) from D(i) to D(j) . The class of such diagrams will be denoted by C S and regarded as ",src/targets.csv + exact aligned layer segments,130,130,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,279,
tohoku:def:dual-diagram-scheme,Tohoku,131,definition,tohoku:section:1.6,"If S is a diagram scheme, the scheme having the same vertices and the same set of arrows as S , but with the origin and endpoint of every arrow interchanged, is called the dual scheme and is denoted by S . If a set R of commutation relations for S is also give",src/targets.csv + exact aligned layer segments,131,131,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,280,
tohoku:def:effaceable-coeffaceable,Tohoku,141,definition,tohoku:section:2.2,"An additive functor F:C C' is called effaceable if, for every A C , there exists a monomorphism u:A M such that F(u)=0 . If every object of C has an injective effacement, see 1.10, Remark 1, this is equivalent to requiring F(u)=0 for every injective effacement",src/targets.csv + exact aligned layer segments,141,141,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,281,delta-functor;injectives
tohoku:def:etale-space-from-presheaf,Tohoku,154,definition,tohoku:section:3.1,"Let F be a presheaf of sets on X . For every x X , put F(x)= U x F(U), where the direct limit is taken over the filtered ordering of the open neighborhoods U of x . On the set F , the union of the F(x) , put the topology generated by the subsets of the form A(",src/targets.csv + exact aligned layer segments,154,154,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,282,limits
tohoku:def:exact-delta-functor,Tohoku,140,definition,tohoku:section:2.1,"Suppose that C' is also an abelian category. A -functor is called exact if, for every exact sequence 0 A' A A'' 0 in C , the corresponding sequence (2.1.1) is exact. A cohomological functor , respectively a homological functor , is an exact -functor, respectiv",src/targets.csv + exact aligned layer segments,140,140,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,283,abelian;delta-functor
tohoku:def:extension-by-zero-locally-closed,Tohoku,166,definition,tohoku:section:3.5,"Denote this sheaf on X by F X . The assignment F F X is an exact functor C Y C X . Moreover, if Z Y X , with Z locally closed in Y and hence in X , and if F is an abelian sheaf on Z , then",src/targets.csv + exact aligned layer segments,166,166,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,284,exact-functor;ext
tohoku:def:filtered-object,Tohoku,145,definition,tohoku:section:2.4,"Let C be an abelian category. A decreasing filtration on an object A C is a family (F n(A)) of subobjects of A , indexed by n Z , such that F n(A) F n' (A) if n n' . A filtered object of C is an object equipped with a filtration. If A and B are filtered object",src/targets.csv + exact aligned layer segments,145,145,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,285,abelian
tohoku:def:flasque-and-soft-sheaves,Tohoku,159,definition,tohoku:section:3.3,"A sheaf of sets F on a space X is called flabby (respectively soft ) if, for every open (respectively closed) subset A of X , every section of F over A is the restriction of a section over X . Thus, given a set E x for every x X , the sheaf E whose set of sect",src/targets.csv + exact aligned layer segments,159,159,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,286,
tohoku:def:induced-support-antifilter,Tohoku,166,definition,tohoku:section:3.5,"Let be an antifilter of closed subsets of X . For every subset Z of X , let Z be the ``induced'' antifilter formed by the A that are contained in Z ; this is not to be confused with the trace Z of on Z . If Z is locally closed and is paracompactifying, as in 3",src/targets.csv + exact aligned layer segments,166,166,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,287,support
tohoku:def:inductive-limit,Tohoku,133,definition,tohoku:section:1.8,"A (generalized) inductive limit of A is a system consisting of an object A C and a family (u i) of morphisms u i:A i A satisfying the following conditions: a) if i j , then u i=u j u ji ; b) for every B C and every family (v i) of morphisms v i:A i B such that",src/targets.csv + exact aligned layer segments,133,133,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,288,limits
tohoku:def:inductive-limit:functor,Tohoku,133,definition,tohoku:section:1.8,"If I and C are such that lim A exists for every inductive system A on I with values in C , it follows that lim A is a covariant functor from the category of inductive systems from I to C , with values in C .",src/targets.csv + exact aligned layer segments,133,133,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,289,limits
tohoku:def:inductive-limit:functoriality,Tohoku,133,definition,tohoku:section:1.8,"Suppose ( A,(u i)) is an inductive limit of A=(A i,u ij ) , ( B,(v i)) is an inductive limit of a second inductive system B=(B i,v ij ) , and w=(w i) is a morphism from A to B . Then there is a unique morphism w from A to B such that w u i=v iw i for every i I",src/targets.csv + exact aligned layer segments,133,133,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,290,limits
tohoku:def:injective-effacement,Tohoku,135,definition,tohoku:section:1.10,"A morphism A M is called an injective effacement of A if it is a monomorphism and if, for every monomorphism B C and every morphism B A , there is a morphism C M making the diagram commute:",src/targets.csv + exact aligned layer segments,135,135,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,291,injectives
tohoku:def:injective-object,Tohoku,135,definition,tohoku:section:1.10,"Recall that an object M of an abelian category C is called injective if the functor A Hom (A,M) , which is in any case left exact, is exact; that is, if every morphism u to M from a subobject B of an object A C extends to a morphism from A to M .",src/targets.csv + exact aligned layer segments,135,135,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,292,abelian;injectives
tohoku:def:morphism-spectral-sequence,Tohoku,145,definition,tohoku:section:2.4,"A morphism of spectral sequences from E=(E r p,q ,E n) to E'=(E r' p,q ,E' n) is a system of morphisms u r p,q :E r p,q E r' p,q and u n:E n E' n compatible with the filtrations and commuting with the d r p,q , d r' p,q , r p,q , and p,q . Spectral sequences i",src/targets.csv + exact aligned layer segments,145,145,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,293,additive;spectral-sequence
tohoku:def:ordered-zariski-example,Tohoku,171,definition,tohoku:section:3.6,"It suffices to take a finite or infinite well-ordered set X and endow it with the topology whose closed sets are the sets of the form X x , where, for each x X , the symbol X x denotes the set of all y X such that y<x .",src/targets.csv + exact aligned layer segments,171,171,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,294,
tohoku:def:ordinary-direct-image,Tohoku,171,definition,tohoku:section:3.7,"If is the family of all closed subsets of Y , we simply write f *(F) in place of f (F) , and f *(F) is called the direct image sheaf of F under f . In this case (U) is the set of all closed subsets of f -1 (U) , and hence",src/targets.csv + exact aligned layer segments,171,171,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,295,
tohoku:def:phi-soft-and-paracompactifying,Tohoku,159,definition,tohoku:section:3.3,"Now let be a family of closed subsets of X satisfying the general conditions of 3.2. A sheaf F of abelian groups on X is - soft if, for every A and every section of F over A , there is a section f (F) inducing the given section. We call a paracompactifying fam",src/targets.csv + exact aligned layer segments,159,159,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,296,
tohoku:def:point-indexed-cover-system,Tohoku,176,definition,tohoku:section:3.8,"We now restrict attention to coverings U=(U x) x X indexed by the points x of X , with x U x for every x , and order them by writing U U' if U' x U x for every x .",src/targets.csv + exact aligned layer segments,176,176,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,297,cech
tohoku:def:presheaf-and-sheaf:p1,Tohoku,153,definition,tohoku:section:3.1,"Let X be a topological space, not necessarily separated. Recall from 1.7, example h, that a presheaf of sets on X is an inductive system of sets on the set of nonempty open subsets of X , ordered by reverse inclusion. Thus, for every open U X , there is a set ",src/targets.csv + exact aligned layer segments,153,153,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,298,
tohoku:def:presheaf-and-sheaf:p2,Tohoku,154,definition,tohoku:section:3.1,"that the F(U) are groups, rings, and so on, and that the VU are homomorphisms, one obtains the notion of a presheaf or sheaf of groups, rings, and so on. More generally, one can define a presheaf or sheaf with values in a given category; see 1.1. Presheaves or",src/targets.csv + exact aligned layer segments,154,154,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,299,
tohoku:def:product-direct-image-sheaf,Tohoku,172,definition,tohoku:section:3.7,"For every x X , let N(x) be the product of the M(y) over y f -1 (x) . It follows immediately from the definitions that f(M) is the product sheaf N defined by the family of groups N(x) . Each N(x) is an injective abelian group, being a product of injective grou",src/targets.csv + exact aligned layer segments,172,172,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,300,injectives
tohoku:def:pushforward-adapted-support-antifilter,Tohoku,172,definition,tohoku:section:3.7,"Now let be an antifilter of closed subsets of X , and let ' be the antifilter of closed subsets A of Y that belong to (X) and for which the closure of f(A) belongs to . The preceding formulas then imply",src/targets.csv + exact aligned layer segments,172,172,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,301,support
tohoku:def:quasi-equal,Tohoku,138,definition,tohoku:section:1.11,"Say that a subobject A' of A is equal to A modulo C' , or quasi-equal to A , if A/A' C' . Every subobject of A containing A' is then again quasi-equal to A , and the infimum of two subobjects of A quasi-equal to A is again quasi-equal to A . Dually, we introdu",src/targets.csv + exact aligned layer segments,138,138,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,302,
tohoku:def:quotient-category,Tohoku,138,definition,tohoku:section:1.11,"Let C be an abelian category and C' a thick subcategory. We shall define a new abelian category, denoted C/C' and called the quotient category of C by C' . The objects of C/C' are, by definition, the objects of C . We shall define the morphisms from A to B in ",src/targets.csv + exact aligned layer segments,138,138,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,303,abelian
tohoku:def:quotient-composition:p1,Tohoku,138,definition,tohoku:section:1.11,"We likewise define a pairing Hom C/C' (A,B) Hom C/C' (B,C) Hom C/C' (A,C) as follows. Let u Hom C(A',B') represent u' Hom C/C' (A,B) , and let v Hom C(B'',C') represent v' Hom C/C' (B,C) . Let Q be the image of the canonical morphism B'' B' from",src/targets.csv + exact aligned layer segments,138,138,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,304,
tohoku:def:quotient-composition:p2,Tohoku,139,definition,tohoku:section:1.11,"the subobject B'' of B to the quotient B' . The object Q is also isomorphic to the coimage of this morphism and is therefore both a subobject of B' and a quotient object of B'' . By shrinking the subobject A' of A and the quotient C' of C if necessary, we may ",src/targets.csv + exact aligned layer segments,139,139,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,305,
tohoku:def:quotient-hom,Tohoku,138,definition,tohoku:section:1.11,"Suppose that, for every A C , the subobjects of A form a set, as is true for all known categories. We may then consider the set of morphisms from A to B modulo C' , denoted Hom C/C' (A,B) . It appears as the direct limit of the abelian groups Hom C(A',B') , wh",src/targets.csv + exact aligned layer segments,138,138,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,306,limits
tohoku:def:quotient-morphism,Tohoku,138,definition,tohoku:section:1.11,A morphism from A to B modulo C' is represented by a morphism f' from a subobject A' of A quasi-equal to A to a quotient B' of B quasi-equal to B . A morphism f'':A'' B'' satisfying the same conditions represents the same morphism modulo C' if and only if ther,src/targets.csv + exact aligned layer segments,138,138,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,307,
tohoku:def:relative-derived-direct-image,Tohoku,173,definition,tohoku:section:3.7,"Here R qf (F) is the sheaf associated to the presheaf on X that sends an open subset U to H q (U) (f -1 (U),F) .",src/targets.csv + exact aligned layer segments,173,173,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,308,
tohoku:def:relative-direct-image,Tohoku,171,definition,tohoku:section:3.7,"Let F be a sheaf of abelian groups on Y . For every open subset U X , consider the group (U) (f -1 (U),F) . The evident restriction maps corresponding to inclusions V U make these groups into a sheaf on X , denoted f (F) and called the direct image of F under ",src/targets.csv + exact aligned layer segments,171,171,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,309,
tohoku:def:relative-support-antifilter,Tohoku,171,definition,tohoku:section:3.7,"Suppose that an antifilter of closed subsets is given on Y . For every open subset U X , let (U) be the antifilter of closed subsets of f -1 (U) consisting of those A f -1 (U) such that, for every x U , there exists a neighborhood V U of x for which the closur",src/targets.csv + exact aligned layer segments,171,171,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,310,support
tohoku:def:resolving-functor,Tohoku,149,definition,tohoku:section:2.5,"Let C and C' be two abelian categories, and suppose every object of C is isomorphic to a subobject of an injective object. Let F be a covariant left exact functor from C to C' . A resolving functor for F is a covariant functor F on C with values in the categor",src/targets.csv + exact aligned layer segments,149,149,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,311,abelian;exact-functor;injectives
tohoku:def:restriction-extension-FY,Tohoku,166,definition,tohoku:section:3.5,Now let F be an abelian sheaf on X and put F Y=(F Y) X . Thus F Y is the sheaf on X characterized by having the same restriction to Y as F and zero restriction to CY . The assignment F F Y is an exact functor C X C X . It also has the transitivity property,src/targets.csv + exact aligned layer segments,166,166,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,312,exact-functor;ext
tohoku:def:right-balanced,Tohoku,144,definition,tohoku:section:2.3,"Suppose also that every object of C 1 is isomorphic to a quotient of a projective object and that, for every projective A C 1 , the functor T(A,B) is exact in B . In the terminology of [6], T is then ``right balanced.'' The R 2 iT(A,B) are then also the right ",src/targets.csv + exact aligned layer segments,144,144,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,313,derived-functor
tohoku:def:right-left-satellites,Tohoku,140,definition,tohoku:section:2.2,"Its components are denoted S iF and called the right satellite functors of F . For i>0 we also set S iF=S -i F , where the S iF are the left satellites of F , defined like the S iF but by using universal * -functors in degrees 0 i a such that T 0=F . It follow",src/targets.csv + exact aligned layer segments,140,140,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,314,
tohoku:def:sections-and-supports,Tohoku,157,definition,tohoku:section:3.2,"sheaf and A is a subset of X , write (A,F) for the group of sections of F , regarded as an étalé space, over A , and put (F)= (X,F) . Thus (A,F)= (F A) , where F A denotes the restriction of F to A . More generally, let be a nonempty upward-filtered set of clo",src/targets.csv + exact aligned layer segments,157,157,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,315,support
tohoku:def:sheaf-of-modules,Tohoku,155,definition,tohoku:section:3.1,"Let O be a sheaf of rings with identity on X . A sheaf of left O -modules , or briefly a left O -module on X , is a sheaf of abelian groups F together with, for every open U X , a unital left O(U) -module structure on F(U) such that the restriction maps F(U) F",src/targets.csv + exact aligned layer segments,155,155,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,316,
tohoku:def:singular-locus-union,Tohoku,171,definition,tohoku:section:3.6,"Y= k l X k X l, which has combinatorial dimension n-1 . We therefore obtain an exact sequence",src/targets.csv + exact aligned layer segments,171,171,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,317,
tohoku:def:spectral-functor,Tohoku,145,definition,tohoku:section:2.4,"A spectral functor is an additive functor from an abelian category to a category of spectral sequences For every known spectral functor, the abutment seems in fact to be a cohomological functor. The relations between the boundary homomorphisms in the abutment ",src/targets.csv + exact aligned layer segments,145,145,5A8E5720BC2EF8905BF85F7919C65AC4A87A31CFC854BD77E6B5084C0D2DEBEF,sem/r18/nodes.csv,318,abelian;spectral-sequence
